Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Integrated Media Writ/Design,93616,BRC,223,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 211,Fall2019,Lecture,Serenity   Sutherland,30
Integrated Media Writ/Design,93622,BRC,223,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Sheldon Hall 337,Fall2019,Lecture,Serenity   Sutherland,30
Broadcast Newswriting,90228,BRC,229,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 206,Fall2019,Lecture,Michael J  Riecke,30
Broadcast Newswriting,91460,BRC,229,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 206,Fall2019,Lecture,Catherine J  Loper,30
Broadcast Newswriting,94756,BRC,229,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 210,Fall2019,Lecture,Catherine J  Loper,30
Broadcast Newswriting,92726,BRC,229,5,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Mahar Hall 211,Fall2019,Lecture,Catherine J  Loper,30
Intro Video Production,90229,BRC,235,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 36,Fall2019,Lecture,Michael   Cleland,30
Intro Video Production,94728,BRC,235,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 36,Fall2019,Lecture,Michael   Cleland,30
Intro Video Production,91235,BRC,235,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 20,Fall2019,Lecture,Michael   Cleland,30
Intro Video Production,92727,BRC,235,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 20,Fall2019,Lecture,Francisco   Suarez,30
Media Economics,93037,BRC,301,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 106A,Fall2019,Lecture,Jason   Zenor,30
Media Economics,92728,BRC,301,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 106A,Fall2019,Lecture,Jason   Zenor,30
Media Economics,93602,BRC,301,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Jason Matthew  Becker,30
Media Management,94629,BRC,305,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 220,Fall2019,Lecture,David   Crider,30
Media Management,94630,BRC,305,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 107A,Fall2019,Lecture,David   Crider,30
Media Management,94691,BRC,305,1,Undergraduate ,3,,4:25 pm - 5:45 pm,TR,Mahar Hall 122,Fall2019,Lecture,James R  Lerch,30
Sound for TV and Film,92952,BRC,308,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 20,Fall2019,Lecture,Jeffrey N  Bradbury,30
Sound for TV and Film,92953,BRC,308,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 20,Fall2019,Lecture,Jeffrey N  Bradbury,30
Post Production and Editing,93613,BRC,315,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Marybeth   Longo,30
Mass Media and the Law,91817,BRC,319,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 102A,Fall2019,Lecture,Brian   Moritz,30
Mass Media and the Law,91284,BRC,319,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Lanigan Hall 106A,Fall2019,Lecture,Jason   Zenor,30
Mass Media and the Law,94197,BRC,319,7,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Lanigan Hall 107A,Fall2019,Lecture,David   Crider,30
Mass Media and the Law,93625,BRC,319,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Jason   Zenor,30
Research Methodsfor Mass Media,94198,BRC,325,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 202,Fall2019,Lecture,Arvind   Diddi,30
Media Copywriting,90231,BRC,328,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Timan Harris  Nekritz,30
Broadcast News Reporting,90232,BRC,329,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Lanigan Hall 20,Fall2019,Lecture,Michael J  Riecke,30
Broadcast News Reporting Lab,90965,BRC,329,5,Undergraduate ,3,,3:00 pm - 4:55 pm,F,Lanigan Hall 20,Fall2019,Laboratory,Michael J  Riecke,30
Sports Broadcasting,91803,BRC,345,6,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 20,Fall2019,Lecture,James R  Lerch,30
"Chldrn,Womn&Minori Media",91273,BRC,350,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 106,Fall2019,Lecture,Jennifer   Fogel,30
Television Criticism,94719,BRC,355,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 122,Fall2019,Seminar,Jennifer   Fogel,30
Social Networks and the Web,93615,BRC,421,2,Undergraduate ,3,,3:00 pm - 4:25 pm,W,Mahar Hall 204,Fall2019,Lecture,Ulises A  Mejias,30
Social Networks and the Web,94638,BRC,421,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Ulises A  Mejias,30
Scriptwriting for Television,90233,BRC,428,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 118,Fall2019,Activity,Francisco   Suarez,30
Advanced TV Production,94640,BRC,445,5,Undergraduate ,3,,3:00 pm - 5:00 pm,MW,Lanigan Hall 20,Fall2019,Laboratory,Michael   Cleland,30
Broadcast Practicum,94795,BRC,497,6,Undergraduate ,3,,2:20 pm - 3:40 pm,R,TBA,Fall2019,Practicum,Michael J  Riecke,30
Independent Study,94369,BRC,499,7,Undergraduate ,3,,TBA,TBA,TBA,Fall2019,Independent Study,TBA,30
Teaching Mathematics,94662,CED,330,1,Undergraduate ,3,,4:00 pm - 7:00 pm,T,Sheldon Hall 328,Fall2019,Lecture,Jean E  Hallagan,30
Teaching Mathematics,94049,CED,330,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Wilber 115,Fall2019,Lecture,Joan   Gujarati,30
Teaching Science & Technology,92856,CED,340,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Wilber B7,Fall2019,Lecture,Eric   Olson,30
Teaching Science & Technology,90103,CED,340,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Wilber B7,Fall2019,Lecture,Eric   Olson,30
Teaching Science & Technology,90111,CED,340,5,Undergraduate ,3,,3:00 pm - 5:00 pm,M,Wilber B7,Fall2019,Lecture,Richard   Baier,30
Teaching Social Studies,90116,CED,350,6,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 336,Fall2019,Lecture,Robyn Lynn  Proud,30
Teaching Social Studies,90117,CED,350,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Sheldon Hall 336,Fall2019,Lecture,Ritu   Radhakrishnan,30
Teaching Social Studies,92864,CED,350,1,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Sheldon Hall 336,Fall2019,Lecture,Robyn Lynn  Proud,30
Field Placement III,90119,CED,393,2,Undergraduate ,3,,TBA,TBA,Off Campus ,Fall2019,Student Teaching,Jennifer   Kagan,30
Field Placement III,94894,CED,393,3,Undergraduate ,3,,TBA,TBA,Off Campus ,Fall2019,Student Teaching,Joan   Gujarati,30
Field Placement III,94895,CED,393,4,Undergraduate ,3,,TBA,TBA,Off Campus ,Fall2019,Student Teaching,Christine H  Weisenburger,30
Integrated Childhood Methods,90125,CED,394,5,Undergraduate ,3,,4:00 pm - 6:00 pm,TR,Off Campus ,Fall2019,Lecture,Joan   Gujarati,30
Integrated Childhood Methods,92157,CED,394,6,Undergraduate ,3,,2:00 pm - 6:00 pm,T,Park Hall 212,Fall2019,Lecture,Christine H  Weisenburger,30
Integrated Childhood Methods,94305,CED,394,7,Undergraduate ,3,,4:00 pm - 8:00 pm,T,Sonata 118,Fall2019,Lecture,Areli   Schermerhorn,30
Integ  Lang Arts/SocSt Methods,92862,CED,542,1,Graduate ,3,,1:00 pm - 4:00 pm,R,Sonata 107,Fall2019,Lecture,Doreen L  Mazzye,30
Integ  Lang Arts/SocSt Methods,94807,CED,542,2,Graduate ,3,,1:00 pm - 4:00 pm,R,Sonata 104,Fall2019,Lecture,Katherine A  Sojewicz,30
Field Experience A,92861,CED,543,3,Graduate ,3,,TBA,MTWRF,Off Campus ,Fall2019,Tutorial,Doreen L  Mazzye,30
Field Experience A,94808,CED,543,4,Graduate ,3,,TBA,MTWRF,Off Campus ,Fall2019,Tutorial,Katherine A  Sojewicz,30
Survey of Chemistry,90435,CHE,101,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Shineman Center 122,Fall2019,Lecture,Francis Philip  Pappalardo,30
Freshman Seminar,92115,CHE,110,6,Undergraduate ,3,,10:20 am - 11:15 am,M,Shineman Center 196,Fall2019,Seminar,Kristin Irene  Gublo,30
Freshman Seminar,92116,CHE,110,7,Undergraduate ,3,,10:20 am - 11:15 am,W,Shineman Center 196,Fall2019,Seminar,Kristin Irene  Gublo,30
General Chemistry,90437,CHE,111,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 175,Fall2019,Lecture,Whalmany L  Ounkham,30
General Chemistry,91453,CHE,111,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 122,Fall2019,Lecture,Kestutis G  Bendinskas,30
General Chemistry,90438,CHE,111,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 175,Fall2019,Lecture,Jeffery A.  Schneider,30
General Chemistry,93821,CHE,111,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 175,Fall2019,Lecture,Whalmany L  Ounkham,30
General Chemistry-majors only,92792,CHE,111,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 106,Fall2019,Lecture,Thomas M  Brown,30
Laboratory (for Che 111),90443,CHE,113,6,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 106,Fall2019,Laboratory,Ryan M  Smith,30
Laboratory (for Che 111)major,92037,CHE,113,7,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 104,Fall2019,Laboratory,Ryan M  Smith,30
Laboratory (for Che 111),94824,CHE,113,1,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 103,Fall2019,Laboratory,Hannah Bridget  Vail,30
Laboratory (for Che 111),90444,CHE,113,2,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 104,Fall2019,Laboratory,Hannah Bridget  Vail,30
Laboratory (for Che 111),90440,CHE,113,3,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 106,Fall2019,Laboratory,Jose   Giler,30
Laboratory (for Che 111),90441,CHE,113,4,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 106,Fall2019,Laboratory,Hannah Bridget  Vail,30
Laboratory (for Che 111),90445,CHE,113,5,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 104,Fall2019,Laboratory,Julian Clifford  Barber,30
Laboratory (for Che 111),90783,CHE,113,6,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 104,Fall2019,Laboratory,Jose   Giler,30
Laboratory (for Che 111),90442,CHE,113,7,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 104,Fall2019,Laboratory,Robert S  Morse,30
Laboratory (for Che 111),90608,CHE,113,1,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 106,Fall2019,Laboratory,Darryl J  Webber,30
Laboratory (for Che 111),90446,CHE,113,2,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 104,Fall2019,Laboratory,Alita Nicole  Nichols,30
Laboratory (for Che 111),91280,CHE,113,3,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 104,Fall2019,Laboratory,Jose   Giler,30
Laboratory (for Che 111),91455,CHE,113,4,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 103,Fall2019,Laboratory,Alita Nicole  Nichols,30
Laboratory (for Che 111),91570,CHE,113,5,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 103,Fall2019,Laboratory,Brittany Noelle  Parody,30
Laboratory (for Che 111),92038,CHE,113,6,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 106,Fall2019,Laboratory,Maryanne Wamaitha  Gachema,30
Laboratory (for Che 111),92039,CHE,113,7,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 103,Fall2019,Laboratory,Brittany Noelle  Parody,30
Laboratory (for Che 111),92793,CHE,113,1,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 104,Fall2019,Laboratory,Darryl J  Webber,30
Laboratory (for Che 111),90439,CHE,113,2,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 104,Fall2019,Laboratory,Darryl J  Webber,30
Laboratory (for Che 111),91870,CHE,113,3,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 106,Fall2019,Laboratory,Alita Nicole  Nichols,30
Laboratory (for Che 111),92346,CHE,113,4,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 106,Fall2019,Laboratory,Brittany Noelle  Parody,30
Laboratory (for Che 111)major,90844,CHE,113,5,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 106,Fall2019,Laboratory,Jeffery A.  Schneider,30
Chemistry & Public Concern,90447,CHE,209,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 315,Fall2019,Lecture,Whalmany L  Ounkham,30
Chemistry & Public Concern,93643,CHE,209,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Fehmi   Damkaci,30
General Chem II,90448,CHE,212,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 170,Fall2019,Lecture,Martha   Bruch,30
Laboratory (for Che 212),90450,CHE,214,2,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 103,Fall2019,Laboratory,Maryanne Wamaitha  Gachema,30
Laboratory (for Che 212),90449,CHE,214,3,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 103,Fall2019,Laboratory,Maryanne Wamaitha  Gachema,30
Laboratory (for Che 212),94773,CHE,214,4,Undergraduate ,3,,8:00 am - 11:00 am,R,Shineman Center 103,Fall2019,Laboratory,Angela Marie  Frampton,30
Introductory Organic Chemistry,90451,CHE,230,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 175,Fall2019,Lecture,Matthew S  Baker,30
Intro Organic CHE Laboratory,90452,CHE,230,6,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 101,Fall2019,Laboratory,Emma K  Kuczkowski,30
Intro Organic CHE Laboratory,90453,CHE,230,7,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 101,Fall2019,Laboratory,Julian Clifford  Barber,30
Introductory Organic Chemistry,91626,CHE,230,1,Undergraduate ,3,,5:30 pm - 8:25 pm,R,Shineman Center 101,Fall2019,Laboratory,Julian Clifford  Barber,30
Environmental Science,94241,CHE,300,2,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Shineman Center 172,Fall2019,Lecture,Webe   Kadima,30
Environmental Science,90454,CHE,300,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Jeffery A.  Schneider,30
Criminalistic Chemistry,90455,CHE,305,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 174,Fall2019,Lecture,Shokouh H  Haddadi,30
Analytical Chemistry,91613,CHE,322,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 323,Fall2019,Lecture,Webe   Kadima,30
Analytical Chemistry Lab,90964,CHE,322,6,Undergraduate ,3,,2:20 pm - 6:20 pm,R,Shineman Center 205,Fall2019,Laboratory,Robert S  Morse,30
Analytical Chemistry Lab,91614,CHE,322,7,Undergraduate ,3,,12:45 pm - 4:45 pm,T,Shineman Center 205,Fall2019,Laboratory,Webe   Kadima,30
Organic Chemistry,90456,CHE,331,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 122,Fall2019,Lecture,Matthew S  Baker,30
Organic Chemistry-Majors only,91305,CHE,331,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 174,Fall2019,Lecture,Fehmi   Damkaci,30
Organic Chemistry Laboratory,90989,CHE,331,3,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90457,CHE,331,4,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90458,CHE,331,5,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90460,CHE,331,6,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,91048,CHE,331,7,Undergraduate ,3,,5:30 pm - 8:25 pm,M,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Organic Chemistry-Laboratory,92755,CHE,331,1,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Organic Che Lab,major only,90459,,2,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 101,Fall2019,Laboratory,Matthew S  Baker,30
Physical Chemistry,90461,CHE,341,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 170,Fall2019,Lecture,Jeffery A.  Schneider,30
Physical Chemistry II,94720,CHE,342,4,Undergraduate ,3,,5:30 pm - 6:50 pm,MW,Shineman Center 170,Fall2019,Lecture,Martha   Bruch,30
Comp Physical Chem Lab,91754,CHE,343,5,Undergraduate ,3,,12:45 pm - 4:45 pm,T,Shineman Center 201,Fall2019,Laboratory,Martha   Bruch,30
Instrumental Analysis,91624,CHE,425,6,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Park Hall 204,Fall2019,Lecture,Vadoud H  Niri,30
Instrumental Analysis Lab,93644,CHE,425,7,Undergraduate ,3,,12:40 pm - 4:40 pm,W,Shineman Center 203,Fall2019,Laboratory,Vadoud H  Niri,30
Inorganic Chemistry,90463,CHE,451,1,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 172,Fall2019,Lecture,Casey C  Raymond,30
Inorganic Chemistry Lab,94023,CHE,451,2,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 207,Fall2019,Laboratory,Thomas M  Brown,30
Biochemistry,90464,CHE,461,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 122,Fall2019,Lecture,Julia   Koeppe,30
Biochemistry Lab,90465,CHE,461,4,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 112,Fall2019,Laboratory,Julia   Koeppe,30
Biochemistry Lab,90990,CHE,461,5,Undergraduate ,3,,5:30 pm - 8:25 pm,M,Shineman Center 112,Fall2019,Laboratory,Kestutis G  Bendinskas,30
Biochemistry Lab,91508,CHE,461,6,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 112,Fall2019,Laboratory,Julia   Koeppe,30
NMR Laboratory,94477,CHE,503,7,Graduate ,3,,1:50 pm - 3:55 pm,MW,Shineman Center 201,Fall2019,Lecture,Martha   Bruch,30
Analytical Spectroscopy,94478,CHE,526,1,Graduate ,3,,9:35 am - 10:55 am,TR,Park Hall 304,Fall2019,Lecture,Vadoud H  Niri,30
T:Advanced Forensic,94025,CHE,529,2,Graduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 304,Fall2019,Lecture,Shokouh H  Haddadi,30
Advanced Organic Chemistry,94468,CHE,536,3,Graduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 304,Fall2019,Lecture,Matthew S  Baker,30
ST:InorganChem:Photochemistry,94476,CHE,559,4,Graduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 176,Fall2019,Lecture,Thomas M  Brown,30
Biochemistry,90466,CHE,561,5,Graduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 122,Fall2019,Lecture,Julia   Koeppe,30
Biochemistry Laboratory,90467,CHE,561,6,Graduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 112,Fall2019,Laboratory,Julia   Koeppe,30
Elementary Chinese,90818,CHI,101,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 225,Fall2019,Lecture,Ching Hung  Hsiao,30
Arts and Ideas,91456,CMA,100,1,Undergraduate ,3,,3:00 pm - 3:55 pm,W,Lanigan Hall 102A,Fall2019,Lecture,Sally   Rock-Blake,30
Arts and Ideas,91165,CMA,100,2,Undergraduate ,3,,4:10 pm - 5:30 pm,W,Lanigan Hall 102A,Fall2019,Lecture,Sally   Rock-Blake,30
Integrated Media Theory/Design,93601,CMA,400,3,Undergraduate ,3,,4:30 pm - 7:15 pm,W,Mahar Hall 211,Fall2019,Lecture,Serenity   Sutherland,30
Artistic Integration/Collabora,94295,CMA,401,4,Undergraduate ,3,,5:30 pm - 7:00 pm,TR,Lanigan Hall 103,Fall2019,Lecture,Francisco   Suarez,30
S:Start-ups Branding&Design,94742,CMA,495,5,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Mahar Hall 210,Fall2019,Lecture,Stephen M  Chirello,30
Intro to Cognitive Science,90473,COG,166,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 170,Fall2019,Lecture,David   Vampola,30
Intro to Cognitive Science,92277,COG,166,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 150,Fall2019,Lecture,John K  Lindstedt,30
Program/Knowledge Representati,91457,COG,241,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 444,Fall2019,Lecture,James P  Early,30
Program/Knowledge Representati,94074,COG,241,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 183,Fall2019,Lecture,Aleksandar V  Pantaleev,30
"Brains, Minds, & Consciousness",91133,COG,266,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 208,Fall2019,Lecture,Theo   Rhodes,30
Comp Models of Cognitive Sci,93711,COG,366,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 444,Fall2019,Lecture,Craig   Graci,30
Cognitive Systems,93534,COG,435,5,Undergraduate ,3,,8:40 am - 10:05 am,MW,Mahar Hall 208,Fall2019,Lecture,Theo   Rhodes,30
Semiotics & Study of Meaning,93802,COG,444,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 174,Fall2019,Lecture,David   Vampola,30
Foundations Of Communication,90234,COM,100,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 104,Fall2019,Lecture,Jenny   Rosenberg,30
Foundations Of Communication,94755,COM,100,1,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 309,Fall2019,Lecture,Jennifer   Knapp,30
Foundations Of Communication,91869,COM,100,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Fall2019,Lecture,Denise   Casey,30
FYSC-WinterisComing-NarrPopTV,94206,COM,198,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 102A,Fall2019,Lecture,Jessica K  Reeher,30
CriticalThink/PublicSpeak,91057,COM,210,4,Undergraduate ,3,,8:00 am - 9:20 am,TR,Mahar Hall 202,Fall2019,Lecture,Jill M  Ennis,30
Critical Thinking/Public Speak,90235,COM,210,5,Undergraduate ,3,,4:40 pm - 7:25 pm,T,Mahar Hall 104,Fall2019,Lecture,Penny S  Morley,30
Critical Thinking/Public Speak,93035,COM,210,6,Undergraduate ,3,,4:40 pm - 7:25 pm,M,Mahar Hall 220,Fall2019,Lecture,Penny S  Morley,30
Critical Thinking/Public Speak,91029,COM,210,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 106A,Fall2019,Lecture,Christine M  Hirsch,30
Critical Thinking/Public Speak,91322,COM,210,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 106,Fall2019,Lecture,John K  Smith,30
Critical Thinking/Public Speak,91275,COM,210,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 106,Fall2019,Lecture,John K  Smith,30
Critical Thinking/Public Speak,92357,COM,210,3,Undergraduate ,3,,8:00 am - 9:20 am,TR,Lanigan Hall 102A,Fall2019,Lecture,Thomas   Downs,30
Critical Thinking/Public Speak,91533,COM,210,4,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Lanigan Hall 107A,Fall2019,Lecture,Judith Ann  Roberts,30
Critical Thinking/Public Speak,94684,COM,210,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 104,Fall2019,Lecture,Sevgi   Evren Familo,30
Strategic Communication in Bus,91486,COM,211,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 35,Fall2019,Seminar,Amy   Vergamini,30
Strategic Communication in Bus,91488,COM,211,7,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Park Hall 211,Fall2019,Seminar,Anastasia   Gagas,30
Strategic Communication in Bus,91491,COM,211,,Undergraduate ,3,,8:00 am - 9:20 am,TR,Lanigan Hall 107A,Fall2019,Seminar,Kim A.  Park,30
Strategic Communication in Bus,91853,COM,211,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 35,Fall2019,Seminar,James Alan  Dunagan,30
Strategic Communication in Bus,91492,COM,211,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 106A,Fall2019,Seminar,James Alan  Dunagan,30
Strategic Communication in Bus,91526,COM,211,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 35,Fall2019,Seminar,Amy   Vergamini,30
Strategic Communication in Bus,91527,COM,211,4,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Mahar Hall 103,Fall2019,Seminar,Mallory L  Bower,30
Strategic Communication in Bus,91487,COM,211,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 103,Fall2019,Seminar,Jacob Richard  Byron,30
Strategic Comm in Bus,91485,COM,211,6,Undergraduate ,3,,6:25 pm - 7:50 pm,MW,Lanigan Hall 107A,Fall2019,Seminar,Judith Ann  Roberts,30
Strategic Communication in Bus,91525,COM,211,7,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 103,Fall2019,Seminar,Jacob Richard  Byron,30
Strategic Communication in Bus,94751,COM,211,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 107,Fall2019,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,94752,COM,211,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 107,Fall2019,Seminar,Rose Marie   Crisalli,30
Strategic CommuniBus-LC,92736,COM,211,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 107,Fall2019,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,92960,COM,211,4,Undergraduate ,3,,12:00 pm - 1:20 pm,TR,Sonata 105,Fall2019,Seminar,Adam Michael  Marinelli,30
Strategic Communication in Bus,93607,COM,211,5,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Park Hall 211,Fall2019,Seminar,Anastasia   Gagas,30
