Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Intermediate German,90295,GER,201,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 242,"Aug 27, 2018 - Dec 07, 2018",Lecture,Patrick   Schultz,30
Survey Germ Lit&CultureB,94062,GER,351,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 258,"Aug 27, 2018 - Dec 07, 2018",Lecture,Ana   Djukic-Cocks,30
Principles of Accounting I,92624,ACC,201,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 219,"Aug 27, 2018 - Dec 07, 2018",Lecture,Yi   Liu,30
Principles of Accounting I,92625,ACC,201,6,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Douglas   Castro,30
Principles of Accounting I,92626,ACC,201,7,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Rich Hall 319,"Aug 27, 2018 - Dec 07, 2018",Lecture,Yi   Liu,30
Principles of Accounting I,92627,ACC,201,1,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Yan Carlos   Minaya,30
Principles of Accounting I,92628,ACC,201,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Lecture,Laura Bea  Lamb,30
Principles of Accounting I,92631,ACC,201,3,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Yan Carlos   Minaya,30
Principles of Accounting I,92630,ACC,201,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 219,"Aug 27, 2018 - Dec 07, 2018",Lecture,Yi   Liu,30
Principles of Accounting I,92629,ACC,201,5,Undergraduate ,3,,8:00 am - 8:55 am,F,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Aaron W  Norton,30
Principles of Accounting I,92634,ACC,201,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 319,"Aug 27, 2018 - Dec 07, 2018",Lecture,Victoria   Chiu,30
Principles of Accounting I LAB,92635,ACC,201,7,Undergraduate ,3,,8:25 am - 9:20 am,T,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Jiahui   Lu,30
Principles of Accounting I,92636,ACC,201,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 319,"Aug 27, 2018 - Dec 07, 2018",Lecture,Victoria   Chiu,30
Principles of Accounting I LAB,92637,ACC,201,2,Undergraduate ,3,,8:25 am - 9:20 am,R,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Kaitlin M  O'Connor,30
Principles of Accounting I,92638,ACC,201,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Lecture,Victoria   Chiu,30
Principles of Accounting I LAB,92639,ACC,201,4,Undergraduate ,3,,8:25 am - 9:20 am,T,Rich Hall 324,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Stephen   Giannotta,30
Principles Of Accounting II,92618,ACC,202,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Lecture,Heather   Losi,30
Principles Accounting II Lab,90979,ACC,202,6,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 319,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Derek L  Schnorr,30
Principles Of Accounting II,92619,ACC,202,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Lecture,Heather   Losi,30
Principles Accounting II Lab,91190,ACC,202,1,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Alysha Agnes  Lawton,30
Principles Of Accounting II,92620,ACC,202,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Lecture,Heather   Losi,30
Principles Of Accounting IILab,91310,ACC,202,3,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 319,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Morgan Marie  McDermott,30
Principles Of Accounting II,92622,ACC,202,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Lecture,Andrea Maria Anastasia  Pagano,30
Principles Of Accounting IILab,91510,ACC,202,5,Undergraduate ,3,,8:25 am - 9:20 am,R,Rich Hall 324,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Joshua T  Jasewicz,30
Intermediate Accounting I,90038,ACC,301,6,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I Lab,90961,ACC,301,7,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Brian T  Regel,30
Intermediate Accounting I,90042,ACC,301,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I Lab,90962,ACC,301,2,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Laboratory,Megan   Hatton,30
Intermediate Accounting II,90043,ACC,302,3,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Lecture,Laura Bea  Lamb,30
Accounting Information Systems,90553,ACC,305,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Lecture,Thomas J  Tribunella,30
Accounting Information Systems,91192,ACC,305,5,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Lecture,Thomas J  Tribunella,30
Cost Accounting,90050,ACC,310,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 324,"Aug 27, 2018 - Dec 07, 2018",Lecture,Susan   Wright,30
Cost Accounting,91184,ACC,310,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 324,"Aug 27, 2018 - Dec 07, 2018",Lecture,Susan   Wright,30
Managerial Accounting,91971,ACC,320,1,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Shineman Center 178,"Aug 27, 2018 - Dec 07, 2018",Lecture,Debra A.  Geroux,30
Acct as Management Tool,93043,ACC,321,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 220,"Aug 27, 2018 - Dec 07, 2018",Lecture,Laura Bea  Lamb,30
Acct as Management Tool,94141,ACC,321,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 223,"Aug 27, 2018 - Dec 07, 2018",Lecture,Laura Bea  Lamb,30
Federal Tax Accounting I,90053,ACC,330,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 320,"Aug 27, 2018 - Dec 07, 2018",Lecture,Dean   Crawford,30
Federal Tax Accounting I,90055,ACC,330,5,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Rich Hall 219,"Aug 27, 2018 - Dec 07, 2018",Lecture,Dean   Crawford,30
Auditing,90942,ACC,430,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 221,"Aug 27, 2018 - Dec 07, 2018",Lecture,Hema   Rao,30
Content Methods; English,90081,ADO,310,7,Undergraduate ,3,,4:30 pm - 8:30 pm,W,Hewitt Union 212,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Sharon G  Kane,30
Field Placement III: English,90083,ADO,313,1,Undergraduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Sharon G  Kane,30
Content Methds:2nd/ForeignLang,90084,ADO,320,2,Undergraduate ,3,,4:30 pm - 8:30 pm,M,Sheldon Hall 337,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Joanne E.  O'Toole,30
Field Exp III:2nd/Foreign Lang,90086,ADO,323,3,Undergraduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Joanne E.  O'Toole,30
Content Methods: Mathematics,90088,ADO,330,4,Undergraduate ,3,,4:10 pm - 8:10 pm,W,Sheldon Hall 328,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Jean E  Hallagan,30
Field Placement III:Mathematic,90090,ADO,333,5,Undergraduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Jean E  Hallagan,30
Content Methods: Science,90743,ADO,340,6,Undergraduate ,3,,5:00 pm - 9:00 pm,T,Hewitt Union 228C,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Eric   Olson,30
Field Placement III: Science,90093,ADO,343,7,Undergraduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Eric   Olson,30
Content Methods:Social Studies,90095,ADO,350,1,Undergraduate ,3,,4:30 pm - 8:30 pm,T,Sheldon Hall 326,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Ritu   Radhakrishnan,30
Field PlacementIII:Social Stud,90098,ADO,353,2,Undergraduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Ritu   Radhakrishnan,30
Content Methods: English,90082,ADO,510,3,Graduate ,3,,4:30 pm - 8:30 pm,W,Hewitt Union 212,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Sharon G  Kane,30
Field Placement III: English,90101,ADO,513,4,Graduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Sharon G  Kane,30
Content Methods:2ndForeignLang,90085,ADO,520,5,Graduate ,3,,4:30 pm - 8:30 pm,M,Sheldon Hall 337,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Joanne E.  O'Toole,30
Field Exp III:2nd Foreign Lang,90087,ADO,523,6,Graduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Joanne E.  O'Toole,30
Content Methods: Mathematics,90089,ADO,530,7,Graduate ,3,,4:30 pm - 8:30 pm,M,Sonata,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Alicia K.  Pizzuto,30
Field Placement III: Math,90091,ADO,533,1,Graduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,David Paul  Parisian,30
Content Methods:Science,90092,ADO,540,2,Graduate ,3,,5:00 pm - 9:00 pm,T,Hewitt Union 228C,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Eric   Olson,30
Field Placement III: Science,90094,ADO,543,3,Graduate ,3,,TBA,T,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Eric   Olson,30
Content Methods:Social Studies,90096,ADO,550,4,Graduate ,3,,4:30 pm - 8:30 pm,T,Sheldon Hall 326,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,Ritu   Radhakrishnan,30
Field Placement III:Soc Studie,90097,ADO,553,5,Graduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Ritu   Radhakrishnan,30
Field Experience B:Plan/Teach,91470,ADO,593,6,Graduate ,3,,TBA,TBA,Off Campus ,"Aug 27, 2018 - Dec 07, 2018",Activity,Joanne E.  O'Toole,30
Interdisciplinary Methods,91020,ADO,594,7,Graduate ,3,,6:15 pm - 9:15 pm,R,Sonata,"Aug 27, 2018 - Dec 07, 2018",Recitation or Discussion,David Paul  Parisian,30
Archaeology & Human Evolution,90190,ANT,111,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 105,"Aug 27, 2018 - Dec 07, 2018",Lecture,Alanna E  Ossa,30
Archaeology & Human Evolution,92378,ANT,111,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 104,"Aug 27, 2018 - Dec 07, 2018",Lecture,Douglas   Pippin,30
Cultural Anthropology,90192,ANT,112,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 105,"Aug 27, 2018 - Dec 07, 2018",Lecture,Jing   Lei,30
Cultural Anthropology,93536,ANT,112,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 105,"Aug 27, 2018 - Dec 07, 2018",Lecture,Micah F  Morton,30
First Year Signature Course,94058,ANT,198,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 307,"Aug 27, 2018 - Dec 07, 2018",Lecture,Kathleen A  Blake,30
History of Ethnological Theory,91026,ANT,210,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 307,"Aug 27, 2018 - Dec 07, 2018",Lecture,Jing   Lei,30
Introductory Archaeology,91374,ANT,230,7,Undergraduate ,3,,3:00 pm - 5:45 pm,M,Mahar Hall 309,"Aug 27, 2018 - Dec 07, 2018",Lecture,Douglas   Pippin,30
Biological Anthropology,90988,ANT,280,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 307,"Aug 27, 2018 - Dec 07, 2018",Lecture,Kathleen A  Blake,30
T:North American Archaeology,94059,ANT,301,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 309,"Aug 27, 2018 - Dec 07, 2018",Lecture,Douglas   Pippin,30
Teaching Anthropology,93546,ANT,302,3,Undergraduate ,3,,TBA,TBA,TBA,"Aug 27, 2018 - Dec 07, 2018",Tutorial,Kathleen A  Blake,30
Research Methods,90194,ANT,310,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 309,"Aug 27, 2018 - Dec 07, 2018",Lecture,Alanna E  Ossa,30
Archaeology of the Old World,94239,ANT,341,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 309,"Aug 27, 2018 - Dec 07, 2018",Lecture,Alanna E  Ossa,30
Forensic Anthropology,91105,ANT,354,6,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Mahar Hall 307,"Aug 27, 2018 - Dec 07, 2018",Lecture,Kathleen A  Blake,30
Medical Anthropology,93537,ANT,355,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 309,"Aug 27, 2018 - Dec 07, 2018",Lecture,Micah F  Morton,30
Death & Dying-Cross Cult.Pers,94121,ANT,368,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 309,"Aug 27, 2018 - Dec 07, 2018",Lecture,Micah F  Morton,30
North American Indians,90836,ANT,375,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 220,"Aug 27, 2018 - Dec 07, 2018",Lecture,Michael   Taylor,30
Intro to the Visual Arts,91651,ART,100,3,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Lanigan Hall 107,"Aug 27, 2018 - Dec 07, 2018",Lecture,William   DeMott,30
Intro to the Visual Arts,93297,ART,100,4,Undergraduate ,3,,6:00 pm - 7:25 pm,MW,Lanigan Hall 35,"Aug 27, 2018 - Dec 07, 2018",Lecture,William   DeMott,30
Design Concepts I-2D,90268,ART,105,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 1A,"Aug 27, 2018 - Dec 07, 2018",Studio,Mary D.  Pierce,30
Design Concepts I-2D,91212,ART,105,6,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 1A,"Aug 27, 2018 - Dec 07, 2018",Studio,Richard   Metzgar,30
Design Concepts I-2D,91224,ART,105,7,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1A,"Aug 27, 2018 - Dec 07, 2018",Studio,Joseph Mario  Romano,30
Design Concepts I-2D,90267,ART,105,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 1A,"Aug 27, 2018 - Dec 07, 2018",Studio,Mary D.  Pierce,30
Design Concepts II-3D,90269,ART,106,2,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Hewitt Union 7A,"Aug 27, 2018 - Dec 07, 2018",Studio,Renqian   Yang,30
Design Concepts II-3D,91204,ART,106,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 7A,"Aug 27, 2018 - Dec 07, 2018",Studio,Richard   Metzgar,30
Design Concepts II-3D,91657,ART,106,4,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 7A,"Aug 27, 2018 - Dec 07, 2018",Studio,Benjamin R  Entner,30
Digital Media,91200,ART,207,5,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Tyler Hall 228,"Aug 27, 2018 - Dec 07, 2018",Studio,Elizabeth Nichole  Hunt,30
Digital Media,94178,ART,207,6,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Tyler Hall 228,"Aug 27, 2018 - Dec 07, 2018",Studio,Elizabeth Nichole  Hunt,30
Digital Media,91935,ART,207,7,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 228,"Aug 27, 2018 - Dec 07, 2018",Studio,Melissa   Martin,30
Typography,91225,ART,209,1,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 34,"Aug 27, 2018 - Dec 07, 2018",Studio,Donna L  Greene,30
Typography,91782,ART,209,2,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 34,"Aug 27, 2018 - Dec 07, 2018",Studio,Donna L  Greene,30
Drawing I,93883,ART,210,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 214,"Aug 27, 2018 - Dec 07, 2018",Studio,Jason M  Cheney,30
Drawing I,94194,ART,210,4,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 214,"Aug 27, 2018 - Dec 07, 2018",Studio,Joseph Mario  Romano,30
Drawing I,94195,ART,210,5,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 214,"Aug 27, 2018 - Dec 07, 2018",Studio,Juan   Perdiguero,30
Painting I,92787,ART,215,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 225,"Aug 27, 2018 - Dec 07, 2018",Studio,Christopher   McEvoy,30
Intro to Printmaking,90271,ART,225,7,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 200,"Aug 27, 2018 - Dec 07, 2018",Studio,Mary D.  Pierce,30
Ceramics I,90272,ART,230,1,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 1B,"Aug 27, 2018 - Dec 07, 2018",Studio,Renqian   Yang,30
Intro to Digital Photography,90273,ART,243,2,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 216,"Aug 27, 2018 - Dec 07, 2018",Studio,Peter   Cardone,30
Intro to Digital Photography,90899,ART,243,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 216,"Aug 27, 2018 - Dec 07, 2018",Studio,Julieve   Jubin,30
Intro to Digital Photography,91205,ART,243,4,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 216,"Aug 27, 2018 - Dec 07, 2018",Studio,Stephen   Shaner,30
Sculpture I,91768,ART,245,5,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,"Aug 27, 2018 - Dec 07, 2018",Studio,Benjamin R  Entner,30
West Hert I-Survy Art I,90274,ART,250,6,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Mahar Hall 201,"Aug 27, 2018 - Dec 07, 2018",Lecture,Benjamin R  Entner,30
West HertII-Survy Art II,91661,ART,251,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 201,"Aug 27, 2018 - Dec 07, 2018",Lecture,Lisa K  Langlois,30
Figure Drawing I,90733,ART,300,1,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 215,"Aug 27, 2018 - Dec 07, 2018",Studio,Juan   Perdiguero,30
Type and Image,91211,ART,307,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 228,"Aug 27, 2018 - Dec 07, 2018",Studio,Melissa   Martin,30
Multimedia I,91220,ART,309,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,"Aug 27, 2018 - Dec 07, 2018",Studio,Cara B  Thompson,30
Multimedia I,93589,ART,309,4,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 34,"Aug 27, 2018 - Dec 07, 2018",Studio,Cara B  Thompson,30
Intermediate Drawing,90275,ART,310,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 215,"Aug 27, 2018 - Dec 07, 2018",Studio,Juan   Perdiguero,30
Intro to Illustration I,93750,ART,312,6,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Hewitt Union 1A,"Aug 27, 2018 - Dec 07, 2018",Studio,Jason M  Cheney,30
Digital Illustration I,91483,ART,313,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 228,"Aug 27, 2018 - Dec 07, 2018",Studio,Amy E.  Bartell,30
Painting II,93583,ART,315,1,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 225,"Aug 27, 2018 - Dec 07, 2018",Studio,Christopher   McEvoy,30
Painting III,93584,ART,316,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 225,"Aug 27, 2018 - Dec 07, 2018",Studio,Christopher   McEvoy,30
Web Media I,91214,ART,317,3,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,"Aug 27, 2018 - Dec 07, 2018",Studio,Rebecca Wendy  Mushtare,30
3-D Modeling and Animation,91654,ART,318,4,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,"Aug 27, 2018 - Dec 07, 2018",Studio,Lisa A.  DuBois,30
Drawing for Transfer Students,91267,ART,322,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 215,"Aug 27, 2018 - Dec 07, 2018",Studio,Juan   Perdiguero,30
Digital Media-Transfer Student,91213,ART,323,6,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 34,"Aug 27, 2018 - Dec 07, 2018",Studio,Cynthia A  Clabough,30
Printmaking-Intaglio,91666,ART,325,7,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 200,"Aug 27, 2018 - Dec 07, 2018",Studio,Mary D.  Pierce,30
Screen Printing,90871,ART,326,,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 200,"Aug 27, 2018 - Dec 07, 2018",Studio,Elizabeth Nichole  Hunt,30
Ceramics II,90829,ART,330,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,"Aug 27, 2018 - Dec 07, 2018",Studio,Renqian   Yang,30
