Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Advanced Clinical Assessment,20216,CPS,569,1,Graduate ,3,,3:00 pm - 7:00 pm,F,Sonata 106,Summer2017,Lecture,Elizabeth Jane  Tiffany,30
T:Legal/Ethic Issues School Co,20143,CPS,595,2,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Sean   Finnerty,30
BUS Info System&Computing Tool,20144,CSC,102,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Michael L  Smith,30
School Law,20145,EAD,622,4,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Josephine Ferazzoli  Farrell,30
Educational Assessment,20146,EDU,510,5,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Jean E  Hallagan,30
Web 2.0 Tools for Educators,20147,EDU,515,6,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Harrison   Yang,30
Cont Pro Develop thro Research,20148,EDU,516,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Dolores   Grayson,30
Composition II,20149,ENG,102,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Katherine B  Stout,30
Children's Literature,20150,ENG,385,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Christine R  Motto,30
Corporate Finance,20151,FIN,325,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Eric   Tsai,30
Continuing Elementary French,20299,FRE,102,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Lenuta   Giukin,30
Environmental Sustainability,20124,GEO,115,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Kevin John  Finerghty,30
Film Genre,20264,ENG,388,6,Undergraduate ,3,,1:00 pm - 5:00 pm,MTWR,Marano Campus Center 323,Summer2017,Lecture,Joshua   Adams,30
Intermediate Accounting II,20269,ACC,302,7,Undergraduate ,3,,5:30 pm - 9:10 pm,TR,Rich Hall 323,Summer2017,Lecture,Laura Bea  Lamb,30
Critical Pedagogy,20238,EDU,500,1,Graduate ,3,,4:30 pm - 8:10 pm,TR,Hewitt Union 228B,Summer2017,Lecture,Anne   Fairbrother,30
Foundatn of Educationl Inquiry,20333,EDU,501,2,Graduate ,3,,9:00 am - 12:40 pm,MF,Sonata 118,Summer2017,Lecture,Patricia E  Russo,30
Strategic Communication in Bus,20373,COM,211,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Amy B  McHugh,30
Interpersonal Communication,20362,COM,212,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Katherine   Thweatt,30
Communication Ethics,20370,COM,380,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Bruce P  Frassinelli,30
Writing into Culture,20114,CRW,250,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Robert T.  O'Connor,30
Cognitive Behavior Therapy,20263,CPS,514,7,Graduate ,3,,12:00 pm - 4:25 pm,TWR,Lanigan Hall 102A,Summer2017,Lecture,Gregory W  Smith,30
Educational Assessment,20191,EDU,510,1,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Diann   Jackson,30
Intro to Illustration I,20310,ART,312,2,Undergraduate ,3,,9:00 am - 2:00 pm,MTWR,Tyler Hall 102,Summer2017,Studio,David Raymond  Owens,30
Digital Illustration I,20311,ART,313,3,Undergraduate ,3,,9:00 am - 2:00 pm,MTWR,Tyler Hall 102,Summer2017,Studio,David Raymond  Owens,30
Traditional Illustration II,20312,ART,412,4,Undergraduate ,3,,9:00 am - 2:00 pm,MTWR,Tyler Hall 102,Summer2017,Studio,David Raymond  Owens,30
Digital Illustration II,20313,ART,413,5,Undergraduate ,3,,9:00 am - 2:00 pm,MTWR,Tyler Hall 102,Summer2017,Studio,David Raymond  Owens,30
Adv. Problems in Illustration,20314,ART,423,6,Undergraduate ,3,,9:00 am - 2:00 pm,MTWR,Tyler Hall 102,Summer2017,Studio,David Raymond  Owens,30
Graduate Studio,20315,ART,500,7,Graduate ,3,,9:00 am - 2:00 pm,MTWR,Tyler Hall 102,Summer2017,Studio,David Raymond  Owens,30
Survey of Chemistry,20101,CHE,101,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Martha   Bruch,30
Message Criticism,20364,COM,302,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Steven M  Granelli,30
Rhetoric of Film,20102,COM,375,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Jessica K  Reeher,30
Fiction Writing: Introductory,20103,CRW,206,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Summer2017,Distance Learning,Robert T.  O'Connor,30
School Personnel Management,20261,EAD,621,5,Graduate ,3,,5:00 pm - 8:00 pm,T,Off Campus ,Summer2017,Lecture,Michael   DeMott,30
DASA Training,20292,DASA,1020,6,"Undergraduate, Non-matric undergraduate, Non-matric graduate, Graduate ",3,,8:30 am - 3:30 pm,S,Marano Campus Center 211,Summer2017,Lecture,Carlo   Cuccaro,30
Curriculum Administration,20357,EAD,652,7,Graduate ,3,,4:30 pm - 7:30 pm,M,Sonata 129,Summer2017,Lecture,Angela   Perrotto,30
Curriculum Administration,20358,EAD,652,1,Graduate ,3,,4:30 pm - 7:30 pm,W,Off Campus ,Summer2017,Lecture,Angela   Perrotto,30
Internship Mental Health Couns,20243,CPS,515,2,Graduate ,3,,5:00 pm - 8:00 pm,R,Mahar Hall 214,Summer2017,Internship,Rikki Lynne  Ziegen,30
Internship Mental Health Couns,20244,CPS,515,3,Graduate ,3,,5:00 pm - 8:00 pm,R,Mahar Hall 214,Summer2017,Internship,Rikki Lynne  Ziegen,30
Intern:Alcohol/Substance Couns,20245,CPS,516,4,Graduate ,3,,5:00 pm - 8:00 pm,R,Mahar Hall 214,Summer2017,Internship,Rikki Lynne  Ziegen,30
Intern:Alcohol/Substance Couns,20246,CPS,516,5,Graduate ,3,,5:00 pm - 8:00 pm,R,Mahar Hall 214,Summer2017,Internship,Rikki Lynne  Ziegen,30
Foundatn of Educationl Inquiry,20288,EDU,501,6,Graduate ,3,,4:30 pm - 9:00 pm,T,Sheldon Hall 336,Summer2017,Lecture,Bonita   Hampton,30
Educ of Diverse Populations,20289,EDU,514,7,Graduate ,3,,4:30 pm - 8:55 pm,TWR,Sonata 118,Summer2017,Lecture,Alfred   Frederick,30
Intermediate Accounting I,20280,ACC,301,1,Undergraduate ,3,,5:30 pm - 8:55 pm,TR,Rich Hall 324,Summer2017,Lecture,Andrea Maria Anastasia  Pagano,30
Information Assurance,20329,BHI,554,2,Graduate ,3,,1:00 pm - 4:25 pm,TR,Shineman Center 170,Summer2017,Lecture,Christopher   Harris,30
Ed Handicap&Learn Disabilities,20281,CPS,507,3,Graduate ,3,,1:00 pm - 4:25 pm,TR,Mahar Hall 309,Summer2017,Lecture,Angela M  Voninski,30
Intro to Group Process,20278,CPS,541,4,Graduate ,3,,1:00 pm - 4:25 pm,TR,Sonata 118,Summer2017,Lecture,Daniel   McManus,30
Foundtn of Psy & Edu Appraisal,20241,CPS,585,5,Graduate ,3,,4:00 pm - 7:25 pm,TR,Mahar Hall 217,Summer2017,Lecture,Michael   LeBlanc,30
Educ of Diverse Populations,20290,EDU,514,6,Graduate ,3,,4:30 pm - 9:00 pm,WRF,Sheldon Hall 336,Summer2017,Lecture,Bonita   Hampton,30
School Personnel Management,20229,EAD,621,7,Graduate ,3,,4:30 pm - 10:00 pm,T,Off Campus ,Summer2017,Lecture,Annette   Speach,30
