Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Continuing Intermediate German,10385,GER,202,4,Undergraduate ,3,,1:00 pm - 1:55 pm,MWF,"100% web, no face to face ",Spring2021,Lecture,Patrick   Schultz,30
Advanced German B,14282,GER,302,5,Undergraduate ,3,,10:30 am - 11:25 am,MWF,"100% web, no face to face ",Spring2021,Lecture,Ana   Djukic-Cocks,30
T:TS:Global Cities: Munich,14264,GER,395,6,Undergraduate ,3,,4:00 pm - 5:30 pm,R,"100% web, no face to face ",Spring2021,Seminar,Ana   Djukic-Cocks,30
Principles of Accounting I,11352,ACC,201,7,Undergraduate ,3,,10:30 am - 11:25 am,MWF,"100% web, no face to face ",Spring2021,Lecture,Andrea Maria Anastasia  Pagano,30
Principles of Accounting I Lab,10748,ACC,201,1,Undergraduate ,3,,8:00 am - 8:55 am,F,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles of Accounting I Lab,10747,ACC,201,2,Undergraduate ,3,,8:00 am - 8:55 am,M,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles of Accounting I Lab,11357,ACC,201,3,Undergraduate ,3,,8:00 am - 8:55 am,W,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles Of Accounting II,10008,ACC,202,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Victoria   Chiu,30
Principles Accounting II,10011,ACC,202,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,John   Markert,30
Principles Of Accounting II,11353,ACC,202,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,John   Markert,30
PrinciplesOf Accounting II Lab,11356,ACC,202,7,Undergraduate ,3,,8:00 am - 8:55 am,F,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles Accounting II Lab,10749,ACC,202,1,Undergraduate ,3,,8:00 am - 8:55 am,M,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles Accounting II Lab,10750,ACC,202,2,Undergraduate ,3,,8:25 am - 9:20 am,R,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles Accounting II Lab,10751,ACC,202,3,Undergraduate ,3,,8:25 am - 9:20 am,T,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Principles Accounting II Lab,10752,ACC,202,4,Undergraduate ,3,,8:00 am - 8:55 am,W,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Intermediate Accounting I,13962,ACC,301,5,Undergraduate ,3,,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Spring2021,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I,13963,ACC,301,6,Undergraduate ,3,,1:00 pm - 1:55 pm,F,"100% web, no face to face ",Spring2021,Laboratory,Unassigned   Staff,30
Accounting Information Systems,10617,ACC,305,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Thomas J  Tribunella,30
Cost Accounting,10014,ACC,310,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Victoria   Chiu,30
Cost Accounting,11438,ACC,310,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Victoria   Chiu,30
Auditing,10015,ACC,430,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Dean   Crawford,30
Interdisciplinary Methods,13770,ADO,394,4,Undergraduate ,3,,4:30 pm - 6:10 pm,TR,Shineman Center 175,Spring2021,Recitation or Discussion,Theresa   Parry-Bick,30
Interdisciplinary Methods,12090,ADO,394,5,Undergraduate ,3,,4:30 pm - 7:30 pm,M,"100% web, no face to face ",Spring2021,Recitation or Discussion,David Paul  Parisian,30
Interdisciplinary Methods,10142,ADO,394,6,Undergraduate ,3,,4:30 pm - 7:30 pm,W,"100% web, no face to face ",Spring2021,Recitation or Discussion,David Paul  Parisian,30
Field Experience B:Plan/Teach,13772,ADO,593,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Activity,Eric   Olson,30
Archaeology & Human Evolution,11486,ANT,111,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Alanna E  Ossa,30
Biological Anthropology,14561,ANT,280,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Kathleen A  Blake,30
ST: Political ANT,14119,ANT,301,3,Undergraduate ,3,,3:30 pm - 4:50 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Rebecca W  Peters,30
Eth.TreatmentofNonhumanPrimate,10983,ANT,303,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Kathleen A  Blake,30
Language And Culture,12651,ANT,344,5,Undergraduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Jing   Lei,30
Teaching Anthropology,10172,ANT,402,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Jing   Lei,30
Intro to the Visual Arts,14782,ART,100,7,Undergraduate ,3,,10:30 am - 11:50 am,MW,"100% web, no face to face ",Spring2021,Lecture,William   DeMott,30
Design Concepts II-3D,14791,ART,106,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Richard   Metzgar,30
Design Concepts II,10182,ART,205,2,Undergraduate ,3,,9:15 am - 12:30 pm,MW,"100% web, no face to face ",Spring2021,Studio,Richard   Metzgar,30
Digital Media,10961,ART,207,3,Undergraduate ,3,,9:15 am - 11:20 am,MWF,"100% web, no face to face ",Spring2021,Studio,Elizabeth Nichole  Hunt,30
Digital Media,10960,ART,207,4,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,"100% web, no face to face ",Spring2021,Studio,Elizabeth Nichole  Hunt,30
Digital Media,13435,ART,207,5,Undergraduate ,3,,9:40 am - 12:35 pm,TR,"100% web, no face to face ",Spring2021,Studio,Melissa   Martin,30
Typography,10962,ART,209,6,Undergraduate ,3,,9:15 am - 12:30 pm,MW,"100% web, no face to face ",Spring2021,Studio,Donna L  Greene,30
West Hert I-Survy Art I,14787,ART,250,7,Undergraduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Lisa K  Langlois,30
West Hert I-Survy Art I,13813,ART,250,1,Undergraduate ,3,,2:40 pm - 4:00 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Lisa K  Langlois,30
Western Heritage II,10181,ART,251,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Lisa A  Seppi,30
Type and Image,10966,ART,307,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Donna L  Greene,30
Type and Image,13428,ART,307,4,Undergraduate ,3,,2:40 pm - 5:35 pm,TR,"100% web, no face to face ",Spring2021,Studio,Melissa   Martin,30
Branding & Packaging Design,13817,ART,308,5,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Donna L  Greene,30
Multimedia I,10969,ART,309,6,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
Digital Illustration I,10176,ART,313,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Amy E.  Bartell,30
Digital Illustration I,14151,ART,313,1,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Amy E.  Bartell,30
Digital Media-Transfer Student,10893,ART,323,2,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Donna L  Greene,30
Art Therapy Principles,13206,ART,339,3,Undergraduate ,3,,6:30 pm - 9:00 pm,TR,"100% web, no face to face ",Spring2021,Studio,Melissa   Cardone,30
Experimental Photography,13818,ART,342,4,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Julieve   Jubin,30
Intermediate Digital Photo,10854,ART,343,5,Undergraduate ,3,,9:15 am - 12:30 pm,MW,"100% web, no face to face ",Spring2021,Studio,Julieve   Jubin,30
Creative Code for Vis Artist I,14159,ART,348,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
Contemporary Museum Issues,11331,ART,381,7,Undergraduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Michael K.  Flanagan,30
Modern Art and Mass Culture,13217,ART,387,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Lisa A  Seppi,30
"Two Dimensional,Experi.Studio",10655,ART,396,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Elizabeth Nichole  Hunt,30
"Two Dimensional,Experi.Studio",14496,ART,396,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Julieve   Jubin,30
"Two Dimensional,Experi.Studio",10761,ART,396,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Julieve   Jubin,30
"Two Dimensional,Experi.Studio",11665,ART,396,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Amy E.  Bartell,30
Two Dimensional.Experi.Studio,12940,ART,396,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Cynthia A  Clabough,30
"Two Dimensional,Experi.Studio",13031,ART,396,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Cynthia A  Clabough,30
"Two Dimensional,Experi.Studio",10220,ART,396,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Cynthia A  Clabough,30
"Two Dimensional,Experi.Studio",12514,ART,396,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Donna L  Greene,30
"Two Dimensional,Experi.Studio",11214,ART,396,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",10762,ART,396,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",11237,ART,396,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
"3 Dimensional,Experi. Studio",10978,ART,397,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Studio,Benjamin R  Entner,30
Multimedia II,10970,ART,409,7,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
Graphic Design Practicum-BA,11319,ART,414,1,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,"100% web, no face to face ",Spring2021,Practicum,Cynthia A  Clabough,30
Advanced Digital Photography,14335,ART,443,2,Undergraduate ,3,,9:15 am - 12:30 pm,MW,"100% web, no face to face ",Spring2021,Studio,Julieve   Jubin,30
CreativeCode for Vis Artist II,14156,ART,448,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Cara B  Thompson,30
T:SCAI:ResearchProblemsArtHist,11942,ART,471,4,Undergraduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Seminar,Lisa A  Seppi,30
BFA Exhibition,10975,ART,492,5,Undergraduate ,3,,1:00 pm - 1:55 pm,MW,"100% web, no face to face ",Spring2021,Activity,Cynthia A  Clabough,30
Studio Practicum,10853,ART,496,6,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,"100% web, no face to face ",Spring2021,Practicum,Benjamin R  Entner,30
Art Therapy Principles,12790,ART,500,7,Graduate ,3,,6:30 pm - 9:00 pm,TR,"100% web, no face to face ",Spring2021,Studio,Melissa   Cardone,30
GRGD:Branding/Packaging Design,12795,ART,508,1,Graduate ,3,,6:00 pm - 9:00 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Donna L  Greene,30
Gr Graphic Design-Type&Image,11159,ART,508,2,Graduate ,3,,2:40 pm - 5:35 pm,TR,"100% web, no face to face ",Spring2021,Studio,Melissa   Martin,30
Grad Digital Multi-media:Intro,11149,ART,509,3,Graduate ,3,,6:00 pm - 9:00 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Cara B  Thompson,30
Grad Prob in Graphic Design,10178,ART,514,4,Graduate ,3,,2:00 pm - 5:00 pm,F,"100% web, no face to face ",Spring2021,Activity,Cara B  Thompson,30
Graduate Digital Media,11561,ART,523,5,Graduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Donna L  Greene,30
Graduate Photography-Intermed,12278,ART,540,6,Graduate ,3,,9:15 am - 12:30 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Julieve   Jubin,30
Grad Photo: Experimental,11930,ART,540,7,Graduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Studio,Julieve   Jubin,30
Grad Creative Code Vis. Artist,14158,ART,548,1,Graduate ,3,,2:00 pm - 5:00 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Cara B  Thompson,30
T:RPAH: Japanese Art,13213,ART,571,2,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Lisa K  Langlois,30
T:RPAH: Art & Architecture of,14320,ART,571,3,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Lisa K  Langlois,30
RP: Modern Art/Mass Culture,11943,ART,571,4,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Lisa A  Seppi,30
T:RPAH:,13218,ART,571,5,Graduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Lisa A  Seppi,30
Graduate Art Theory & Practice,14160,ART,572,6,Graduate ,3,,2:00 pm - 5:00 pm,F,"100% web, no face to face ",Spring2021,Lecture,Cara B  Thompson,30
Amer Sign Language II,10703,ASL,102,7,Undergraduate ,3,,5:00 pm - 6:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Laura   Latray-Corey,30
Astronomy,10704,AST,100,1,Undergraduate ,3,,9:15 am - 10:10 am,MWF,"100% web, no face to face ",Spring2021,Lecture,Shashi M  Kanbur,30
Astronomy,14131,AST,100,2,Undergraduate ,3,,8:00 am - 9:20 am,TR,"100% web, no face to face ",Spring2021,Lecture,Kenneth Eric  Mauser,30
Astronomy,14132,AST,100,3,Undergraduate ,3,,9:40 am - 11:00 am,TR,"100% web, no face to face ",Spring2021,Lecture,Kenneth Eric  Mauser,30
Astronomy,10368,AST,100,4,Undergraduate ,3,,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Spring2021,Lecture,Scott   Roby,30
Astronomy,10370,AST,100,5,Undergraduate ,3,,9:15 am - 10:10 am,MWF,"100% web, no face to face ",Spring2021,Lecture,John   Zielinski,30
Astronomy,10369,AST,100,6,Undergraduate ,3,,2:40 pm - 4:00 pm,TR,"100% web, no face to face ",Spring2021,Lecture,John   Zielinski,30
T:Galaxies,14129,AST,310,7,Undergraduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Scott   Roby,30
General Biology Lab,10320,BIO,101,1,Undergraduate ,3,,6:00 pm - 8:00 pm,T,"100% web, no face to face ",Spring2021,Laboratory,Susan   Hammerly,30
General Biology,10319,BIO,101,2,Undergraduate ,3,,4:20 pm - 5:40 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Susan   Hammerly,30
General Biology Lab,14728,BIO,101,3,Undergraduate ,3,,10:30 am - 12:30 pm,W,"100% web, no face to face ",Spring2021,Laboratory,Susan   Hammerly,30
Biology Seminar,11946,BIO,110,4,Undergraduate ,3,,2:40 pm - 3:30 pm,T,"100% web, no face to face ",Spring2021,Seminar,Jinyan   Guo,30
Molecular/Cellular Foundations,10589,BIO,120,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Poongodi   Geetha-Loganathan,30
Molecular/Cellular Found Lab,13812,BIO,120,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Laboratory,Poongodi   Geetha-Loganathan,30
Molecular/Cellular Found LAB,14164,BIO,120,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Laboratory,Poongodi   Geetha-Loganathan,30
Molecular/Cell Foundations Lab,10591,BIO,120,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Laboratory,Suresh   Nimmagadda,30
Molecular/Cell Foundations Lab,10590,BIO,120,2,Undergraduate ,3,,2:15 pm - 5:15 pm,M,"100% web, no face to face ",Spring2021,Laboratory,Christopher H  Chandler,30
Molecular/Cell Foundations Lab,10594,BIO,120,3,Undergraduate ,3,,2:15 pm - 5:15 pm,W,"100% web, no face to face ",Spring2021,Laboratory,Susan   Hammerly,30
Molecular/Cellular Foundations,10950,BIO,120,4,Undergraduate ,3,,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Spring2021,Lecture,James A  MacKenzie,30
Molecular/Cellular Foundations,12131,BIO,120,5,Undergraduate ,3,,9:15 am - 10:10 am,MWF,"100% web, no face to face ",Spring2021,Lecture,Peter   Newell,30
Human Biology,10933,BIO,203,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Cleane L  Medeiros,30
Human Genetics,14366,BIO,211,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Anthony L  Contento,30
Diversity of Life,13386,BIO,220,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,C. Eric  Hellquist,30
Diversity of Life,12660,BIO,220,2,Undergraduate ,3,,9:40 am - 11:00 am,TR,"100% web, no face to face ",Spring2021,Lecture,Christopher H  Chandler,30
ConsEth.TreatofNonhumanPrimate,11234,BIO,303,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Kathleen A  Blake,30
Cellular Physiology,10843,BIO,309,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Poongodi   Geetha-Loganathan,30
Genetics,11267,BIO,315,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,David A  Dunn,30
Introductory Ecology,14168,BIO,320,6,Undergraduate ,3,,9:40 am - 11:00 am,TR,"100% web, no face to face ",Spring2021,Lecture,Nicholas M  Sard,30
The Plant Kingdom,11051,BIO,340,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Kamal I  Mohamed,30
Great Lakes Environ. Issues,12950,BIO,363,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,C. Eric  Hellquist,30
The Animal Kingdom-LAB,10955,BIO,370,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Laboratory,Michael J  McDonald,30
The Animal Kingdom-Lab,12949,BIO,370,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Laboratory,Michael J  McDonald,30
The Animal Kingdom,10956,BIO,370,4,Undergraduate ,3,,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Spring2021,Lecture,Michael J  McDonald,30
Evolution,10668,BIO,425,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,C. Eric  Hellquist,30
Evolution,10321,BIO,425,6,Undergraduate ,3,,11:20 am - 12:40 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Jinyan   Guo,30
Evolution,10957,BIO,425,7,Undergraduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Peter A  Rosenbaum,30
Evolution,11271,BIO,425,,Undergraduate ,3,,4:20 pm - 5:40 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Peter A  Rosenbaum,30
R: Behavioral Ecology,11166,BIO,492,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Daniel T  Baldassarre,30
T:R:Animal Ecology,12661,BIO,492,2,Undergraduate ,3,,2:15 pm - 4:15 pm,W,"100% web, no face to face ",Spring2021,Lecture,Maria   Sagot,30
Evolution,11170,BIO,525,3,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Seminar,C. Eric  Hellquist,30
Evolution,10322,BIO,525,4,Graduate ,3,,11:20 am - 12:40 pm,TR,"100% web, no face to face ",Spring2021,Seminar,Jinyan   Guo,30
Evolution,10958,BIO,525,5,Graduate ,3,,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Spring2021,Seminar,Peter A  Rosenbaum,30
Evolution,11272,BIO,525,6,Graduate ,3,,4:20 pm - 5:40 pm,TR,"100% web, no face to face ",Spring2021,Seminar,Peter A  Rosenbaum,30
R: Behavioral Ecology,11167,BIO,592,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Daniel T  Baldassarre,30
Business Law I,10020,BLW,280,1,Undergraduate ,3,,9:15 am - 10:10 am,MWF,"100% web, no face to face ",Spring2021,Lecture,John W  Spring,30
Business Law I,10753,BLW,280,2,Undergraduate ,3,,10:30 am - 11:25 am,MWF,"100% web, no face to face ",Spring2021,Lecture,John W  Spring,30
Legal&Regulatory Environ ofBus,10021,BLW,355,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,John W  Spring,30
Legal&Regulatory Environ ofBus,10022,BLW,355,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,John W  Spring,30
Legal&Regulatory Environ ofBus,10023,BLW,355,5,Undergraduate ,3,,4:20 pm - 5:40 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Catherine   Sullivan,30
Legal&Regulatory Environ ofBus,11416,BLW,355,6,Undergraduate ,3,,5:55 pm - 7:15 pm,TR,"100% web, no face to face ",Spring2021,Lecture,Catherine   Sullivan,30
Business Law II,10318,BLW,381,7,Undergraduate ,3,,9:15 am - 10:10 am,MWF,"100% web, no face to face ",Spring2021,Lecture,Mary E  McGowan,30
Introduction To Mass Media,10460,BRC,108,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Jennifer   Fogel,30
Introduction To Mass Media,11183,BRC,108,2,Undergraduate ,3,,9:40 am - 11:00 am,TR,"100% web, no face to face ",Spring2021,Lecture,Mary   Simone,30
Integrated Media Writ/Design,13349,BRC,223,3,Undergraduate ,3,,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Spring2021,Lecture,Serenity   Sutherland,30
Broadcast Newswriting,10461,BRC,229,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Catherine J  Loper,30
Broadcast Newswriting,11228,BRC,229,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Catherine J  Loper,30
Broadcast Newswriting,11047,BRC,229,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Michael J  Riecke,30
Media Economics,11203,BRC,301,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Jennifer   Fogel,30
Media Economics,11387,BRC,301,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Brian   Moritz,30
Media Economics,14410,BRC,301,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Jason   Zenor,30
Media Management,14298,BRC,305,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,James R  Lerch,30
Mass Media and the Law,10463,BRC,319,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Jason   Zenor,30
Mass Media and the Law,11030,BRC,319,5,Undergraduate ,3,,4:20 pm - 5:40 pm,TR,"100% web, no face to face ",Spring2021,Lecture,David   Crider,30
Media Copywriting,10466,BRC,328,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2021,Lecture,Timan Harris  Nekritz,30
Sports Broadcasting,12042,BRC,345,7,Undergraduate ,3,,6:00 pm - 8:40 pm,T,Lanigan Hall 20,Spring2021,Lecture,James R  Lerch,30
"Chldrn,Womn&Minori Media",10468,BRC,350,1,Undergraduate ,3,,3:30 pm - 4:50 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Jennifer   Fogel,30
Technology and Culture,12750,BRC,420,2,Undergraduate ,3,,5:10 pm - 6:30 pm,MW,"100% web, no face to face ",Spring2021,Lecture,Serenity   Sutherland,30
