Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Principles Of Accounting II,92618,ACC,202,7,Undergraduate ,3,Class,9:15 am - 10:10 am,MWF,Rich Hall 320,Fall2020,Lecture,Heather   Losi,30
Principles Accounting II Lab,90979,ACC,202,1,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Laboratory,Mackenzie S  Maxam,30
Principles Accounting II Lab,91190,ACC,202,2,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Laboratory,Mariama Dioulde  Kante,30
Principles Of Accounting IILab,91310,ACC,202,3,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Laboratory,Trentin Cole  Carentz,30
Principles Of Accounting II,92622,ACC,202,4,Undergraduate ,3,Class,2:40 pm - 4:00 pm,TR,Rich Hall 223,Fall2020,Lecture,Melissa Lynn  Schrader,30
Principles Of Accounting IILab,91510,ACC,202,5,Undergraduate ,3,Class,8:25 am - 9:20 am,T,"100% web, no face to face ",Fall2020,Laboratory,Nicholas C  Duffy,30
Principles Of Accounting II,92620,ACC,202,6,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Heather   Losi,30
Principles Of Accounting II,92619,ACC,202,7,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Heather   Losi,30
Intermediate Accounting I Lab,90961,ACC,301,1,Undergraduate ,3,Class,8:00 am - 8:55 am,M,"100% web, no face to face ",Fall2020,Laboratory,Matthew J  Poteralski,30
Intermediate Accounting I Lab,90962,ACC,301,2,Undergraduate ,3,Class,8:00 am - 8:55 am,W,"100% web, no face to face ",Fall2020,Laboratory,Bryan Tyler  Czarnecki,30
Intermediate Accounting I,90042,ACC,301,3,Undergraduate ,3,Class,10:30 am - 11:25 am,MWF,"100% web, no face to face ",Fall2020,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I,90038,ACC,301,4,Undergraduate ,3,Class,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Fall2020,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting II,90043,ACC,302,5,Undergraduate ,3,Class,9:15 am - 10:10 am,MWF,Rich Hall 221,Fall2020,Lecture,Laura Bea  Lamb,30
Accounting Information Systems,90553,ACC,305,6,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Thomas J  Tribunella,30
Cost Accounting,90050,ACC,310,7,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Victoria   Chiu,30
Managerial Accounting,91971,ACC,320,1,Undergraduate ,3,Class,5:30 pm - 6:50 pm,TR,Rich Hall 221,Fall2020,Lecture,David F  DiRoma,30
Acct as Management Tool,95203,ACC,321,2,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Laura Bea  Lamb,30
Acct as Management Tool,93043,ACC,321,3,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Laura Bea  Lamb,30
Federal Tax Accounting I,90053,ACC,330,4,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Dean   Crawford,30
Federal Tax Accounting I,90055,ACC,330,5,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Dean   Crawford,30
Auditing,90942,ACC,430,6,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Dean   Crawford,30
Content Methods; English,90081,ADO,310,7,Undergraduate ,3,Class,4:00 pm - 8:00 pm,T,Park Hall 315,Fall2020,Recitation or Discussion,Sharon G  Kane,30
Content Methods; English,95221,ADO,310,1,Undergraduate ,3,Class,4:00 pm - 8:00 pm,T,"100% web, no face to face ",Fall2020,Recitation or Discussion,Christine M.  Walsh,30
Field Placement III: English,95222,ADO,313,2,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Christine M.  Walsh,30
Content Methds:2nd/ForeignLang,90084,ADO,320,3,Undergraduate ,3,Class,5:15 pm - 9:15 pm,M,Wilber 115,Fall2020,Recitation or Discussion,Joanne E.  O'Toole,30
Content Methods: Mathematics,90088,ADO,330,4,Undergraduate ,3,Class,4:10 pm - 8:10 pm,W,"100% web, no face to face ",Fall2020,Recitation or Discussion,Jean E  Hallagan,30
Field Placement III:Mathematic,90090,ADO,333,5,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Jean E  Hallagan,30
Content Methods: Science,90743,ADO,340,6,Undergraduate ,3,Class,5:00 pm - 9:00 pm,T,"100% web, no face to face ",Fall2020,Recitation or Discussion,Eric   Olson,30
Field Placement III: Science,90093,ADO,343,7,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Eric   Olson,30
Content Methods:Social Studies,90095,ADO,350,1,Undergraduate ,3,Class,4:30 pm - 8:30 pm,T,"100% web, no face to face ",Fall2020,Recitation or Discussion,Ritu   Radhakrishnan,30
Field PlacementIII:Social Stud,90098,ADO,353,2,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Ritu   Radhakrishnan,30
Content Methods: English,90082,ADO,510,3,Graduate ,3,Class,4:00 pm - 8:00 pm,T,Park Hall 315,Fall2020,Recitation or Discussion,Sharon G  Kane,30
Content Methods:2ndForeignLang,90085,ADO,520,4,Graduate ,3,Class,5:15 pm - 9:15 pm,M,Wilber 115,Fall2020,Recitation or Discussion,Joanne E.  O'Toole,30
Content Methods: Mathematics,90089,ADO,530,5,Graduate ,3,Class,4:10 pm - 8:10 pm,W,"100% web, no face to face ",Fall2020,Recitation or Discussion,Jean E  Hallagan,30
Field Placement III: Math,90091,ADO,533,6,Graduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Jean E  Hallagan,30
Content Methods:Science,90092,ADO,540,7,Graduate ,3,Class,5:00 pm - 9:00 pm,T,"100% web, no face to face ",Fall2020,Recitation or Discussion,Eric   Olson,30
Field Placement III: Science,90094,ADO,543,1,Graduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Eric   Olson,30
Content Methods:Social Studies,94760,ADO,550,2,Graduate ,3,Class,4:30 pm - 8:30 pm,T,"100% web, no face to face ",Fall2020,Recitation or Discussion,Ritu   Radhakrishnan,30
Field Placement III:Soc Studie,90097,ADO,553,3,Graduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Activity,Ritu   Radhakrishnan,30
Archaeology & Human Evolution,92378,ANT,111,4,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Kathleen A  Blake,30
Archaeology & Human Evolution,90190,ANT,111,5,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Alanna E  Ossa,30
Cultural Anthropology,93536,ANT,112,6,Undergraduate ,3,Class,9:15 am - 10:10 am,MWF,Hewitt Union 104,Fall2020,Lecture,Rebecca W  Peters,30
Cultural Anthropology,90192,ANT,112,7,Undergraduate ,3,Class,11:20 am - 12:40 pm,TR,"100% web, no face to face ",Fall2020,Lecture,Jing   Lei,30
FYSC:The Talking Dead,95132,ANT,198,1,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Kathleen A  Blake,30
Anthropological Theory Part I,91026,ANT,210,2,Undergraduate ,3,Class,11:45 am - 12:40 pm,MWF,"100% web, no face to face ",Fall2020,Lecture,Rebecca W  Peters,30
T:Peoples&Culture of Africa,94918,ANT,301,3,Undergraduate ,3,Class,1:00 pm - 1:55 pm,MWF,"100% web, no face to face ",Fall2020,Lecture,Rebecca W  Peters,30
Teaching Anthropology,93546,ANT,302,4,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Tutorial,Alanna E  Ossa,30
Research Methods,90194,ANT,310,5,Undergraduate ,3,Class,2:15 pm - 3:10 pm,MWF,Mahar Hall 204,Fall2020,Lecture,Alanna E  Ossa,30
Archaeology of the Old World,94917,ANT,341,6,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Alanna E  Ossa,30
Forensic Anthropology,91105,ANT,354,7,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Kathleen A  Blake,30
North American Indians,90836,ANT,375,1,Undergraduate ,3,Class,1:00 pm - 2:20 pm,TR,"100% web, no face to face ",Fall2020,Lecture,Michael   Chaness,30
Intro to the Visual Arts,91651,ART,100,2,Undergraduate ,3,Class,3:30 pm - 4:55 pm,MW,Lanigan Hall 104,Fall2020,Lecture,William   DeMott,30
Intro to the Visual Arts,93297,ART,100,3,Undergraduate ,3,Class,6:00 pm - 7:25 pm,MW,Lanigan Hall 103,Fall2020,Lecture,William   DeMott,30
T: Ceramics,94986,ART,102,4,Undergraduate ,3,Class,5:30 pm - 7:30 pm,MW,Tyler Hall 128,Fall2020,Studio,Renqian   Yang,30
Design Concepts I-2D,90268,ART,105,5,Undergraduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 213,Fall2020,Studio,Richard   Metzgar,30
Design Concepts I-2D,91212,ART,105,6,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 213,Fall2020,Studio,Suzanne L.  Beason,30
Design Concepts I-2D,91224,ART,105,7,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 213,Fall2020,Studio,Joseph Mario  Romano,30
Design Concepts I-2D,90267,ART,105,1,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 213,Fall2020,Studio,Suzanne L.  Beason,30
Design Concepts II-3D,90269,ART,106,2,Undergraduate ,3,Class,9:40 am - 12:30 pm,TR,Tyler Hall 207,Fall2020,Studio,Benjamin R  Entner,30
Design Concepts II-3D,91204,ART,106,3,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 207,Fall2020,Studio,Richard   Metzgar,30
Design Concepts II-3D,95205,ART,106,4,Undergraduate ,3,Class,6:00 pm - 9:00 pm,TR,Tyler Hall 207,Fall2020,Studio,Benjamin R  Entner,30
Digital Media,91200,ART,207,5,Undergraduate ,3,Class,9:15 am - 11:20 am,MWF,Tyler Hall 217,Fall2020,Studio,Elizabeth Nichole  Hunt,30
Digital Media,94178,ART,207,6,Undergraduate ,3,Class,11:45 am - 1:50 pm,MWF,Tyler Hall 217,Fall2020,Studio,Elizabeth Nichole  Hunt,30
Digital Media,91935,ART,207,7,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 217,Fall2020,Studio,Melissa   Martin,30
Typography,91225,ART,209,1,Undergraduate ,3,Class,9:15 am - 11:20 am,MWF,Lanigan Hall 34,Fall2020,Studio,Donna L  Greene,30
Typography,91782,ART,209,2,Undergraduate ,3,Class,11:45 am - 1:50 pm,MWF,Lanigan Hall 34,Fall2020,Studio,Donna L  Greene,30
Typography,95206,ART,209,3,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Lanigan Hall 34,Fall2020,Studio,Donna L  Greene,30
Drawing I,93883,ART,210,4,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 214,Fall2020,Studio,Jason M  Cheney,30
Drawing I,94194,ART,210,5,Undergraduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 214,Fall2020,Studio,Joseph Mario  Romano,30
Drawing I,94195,ART,210,6,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 214,Fall2020,Studio,Juan   Perdiguero,30
Drawing I,94828,ART,210,7,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Tyler Hall 214,Fall2020,Studio,Kristy   Hoover,30
Painting I,92787,ART,215,1,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 225,Fall2020,Studio,Christopher   McEvoy,30
Intro to Printmaking,90271,ART,225,2,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 200,Fall2020,Studio,Kelly L  Roe,30
Ceramics I,94771,ART,230,3,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 128,Fall2020,Studio,Renqian   Yang,30
Intro to Digital Photography,90273,ART,243,4,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 216,Fall2020,Studio,Peter   Cardone,30
Intro to Digital Photography,90899,ART,243,5,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 216,Fall2020,Studio,Peter   Cardone,30
Intro to Digital Photography,91205,ART,243,6,Undergraduate ,3,Class,6:00 pm - 9:00 pm,TR,Tyler Hall 216,Fall2020,Studio,Megan G  King,30
Sculpture I,94964,ART,245,7,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 207,Fall2020,Studio,Benjamin R  Entner,30
West Hert I-Survy Art I,90274,ART,250,1,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Lisa K  Langlois,30
West HertII-Survy Art II,91661,ART,251,2,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Lisa A  Seppi,30
Figure Drawing I,90733,ART,300,3,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Tyler Hall 215,Fall2020,Studio,Juan   Perdiguero,30
Type and Image,95204,ART,307,4,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 217,Fall2020,Studio,Amy E.  Bartell,30
Type and Image,91211,ART,307,5,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 217,Fall2020,Studio,Melissa   Martin,30
Multimedia I,94978,ART,309,6,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Multimedia I,94975,ART,309,7,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Intermediate Drawing,90275,ART,310,1,Undergraduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 215,Fall2020,Studio,Juan   Perdiguero,30
Intro to Illustration I,93750,ART,312,2,Undergraduate ,3,Class,6:00 pm - 9:00 pm,TR,Tyler Hall 213,Fall2020,Studio,Jason M  Cheney,30
Painting II,93583,ART,315,3,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 225,Fall2020,Studio,Christopher   McEvoy,30
Painting III,93584,ART,316,4,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 225,Fall2020,Studio,Christopher   McEvoy,30
Web Media I,91214,ART,317,5,Undergraduate ,3,Class,9:15 am - 11:20 am,MWF,Lanigan Hall 36,Fall2020,Studio,Rebecca Wendy  Mushtare,30
3-D Modeling and Animation,94982,ART,318,6,Undergraduate ,3,Class,11:45 am - 1:50 pm,MWF,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Drawing for Transfer Students,95314,ART,322,7,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Tyler Hall 214,Fall2020,Studio,Kristy   Hoover,30
Drawing for Transfer Students,91267,ART,322,1,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 215,Fall2020,Studio,Christopher   McEvoy,30
Digital Media-Transfer Student,91213,ART,323,2,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 217,Fall2020,Studio,Amy E.  Bartell,30
Ceramics II,90829,ART,330,3,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 128,Fall2020,Studio,Renqian   Yang,30
ST: Designing with or for Comm,94971,ART,333,4,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Lanigan Hall 34,Fall2020,Studio,Rebecca Wendy  Mushtare,30
ST: Photography Projects,95173,ART,333,5,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Studio,Julieve   Jubin,30
Art Therapy Practices,94147,ART,336,6,Undergraduate ,3,Class,6:30 pm - 8:30 pm,MW,Tyler Hall 213,Fall2020,Studio,Melissa   Cardone,30
Intermediate Digital Photo,91260,ART,343,7,Undergraduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 216,Fall2020,Studio,Julieve   Jubin,30
Sculpture,94965,ART,345,1,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 207,Fall2020,Studio,Benjamin R  Entner,30
20th Century Art,90831,ART,353,2,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Lisa A  Seppi,30
History Of Photography,94969,ART,356,3,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Lisa K  Langlois,30
Native N. American Indian Art,94974,ART,358,4,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Lisa A  Seppi,30
History of Graphic Design,90554,ART,365,5,Undergraduate ,3,Class,1:00 pm - 2:20 pm,TR,Lanigan Hall 107,Fall2020,Lecture,Cynthia A  Clabough,30
Asian Art Through Silk Road,94970,ART,374,6,Undergraduate ,3,Class,TBA,TBA,"100% web, no face to face ",Fall2020,Lecture,Lisa K  Langlois,30
Intro To Museum Studies,90279,ART,380,7,Undergraduate ,3,Class,11:20 am - 12:40 pm,TR,Mahar Hall 204,Fall2020,Lecture,Michael K.  Flanagan,30
Graphic Design Facility Manage,91215,ART,395,1,Undergraduate ,3,Class,2:00 pm - 5:00 pm,F,Lanigan Hall 34,Fall2020,Studio,Jenilee A.  Ward,30
"Two Dimensional,Experi.Studio",91230,ART,396,2,Undergraduate ,3,Class,TBA,TBA,TBA,Fall2020,Studio,Juan   Perdiguero,30
"Two Dimensional,Experi.Studio",91216,ART,396,3,Undergraduate ,3,Class,2:00 pm - 5:00 pm,F,Lanigan Hall 34,Fall2020,Studio,Jenilee A.  Ward,30
Figure Drawing II,94973,ART,400,4,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Tyler Hall 215,Fall2020,Studio,Juan   Perdiguero,30
Figure Drawing III,94564,ART,401,5,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Tyler Hall 215,Fall2020,Studio,Juan   Perdiguero,30
Commercial Graphic Design,95209,ART,407,6,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Lanigan Hall 34,Fall2020,Lecture,Cynthia A  Clabough,30
Multimedia II,94979,ART,409,7,Undergraduate ,3,Class,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Multimedia II,94976,ART,409,,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Drawing III,94972,ART,410,1,Undergraduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 215,Fall2020,Studio,Juan   Perdiguero,30
Traditional Illustration II,93577,ART,412,2,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Lanigan Hall 34,Fall2020,Studio,Cynthia A  Clabough,30
Digital Illustration II,90280,ART,413,3,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Lanigan Hall 34,Fall2020,Studio,Cynthia A  Clabough,30
Graphic&InteractiveDesignPract,91222,ART,414,4,Undergraduate ,3,Class,6:00 pm - 9:00 pm,TR,Lanigan Hall 34,Fall2020,Tutorial,Cynthia A  Clabough,30
Web Media II,91393,ART,417,5,Undergraduate ,3,Class,9:15 am - 11:20 am,MWF,Lanigan Hall 36,Fall2020,Studio,Rebecca Wendy  Mushtare,30
Adv. Drawing and Painting,94558,ART,422,6,Undergraduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 215,Fall2020,Studio,Juan   Perdiguero,30
Adv. Problems in Illustration,92816,ART,423,7,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Lanigan Hall 34,Fall2020,Studio,Cynthia A  Clabough,30
Adv Problems in Printmaking,91652,ART,425,1,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 200,Fall2020,Studio,Kelly L  Roe,30
Ceramics III,90830,ART,430,2,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 128,Fall2020,Studio,Renqian   Yang,30
Ceramics IV,94987,ART,431,3,Undergraduate ,3,Class,9:40 am - 12:35 pm,TR,Tyler Hall 128,Fall2020,Studio,Renqian   Yang,30
Advanced Digital Photography,91229,ART,443,4,Undergraduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 216,Fall2020,Studio,Julieve   Jubin,30
Project Studio 3D/4D Studies,94966,ART,445,5,Undergraduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 207,Fall2020,Studio,Benjamin R  Entner,30
BFA Exhibition,91210,ART,492,6,Undergraduate ,3,Class,11:45 am - 1:15 pm,F,Tyler Hall 200,Fall2020,Activity,Cynthia A  Clabough,30
Graduate Studio-Illustration,93805,ART,500,7,Graduate ,3,Class,6:00 pm - 9:00 pm,TR,Tyler Hall 213,Fall2020,Lecture,Jason M  Cheney,30
Gr Graphic Design-Type&Image,93189,ART,508,1,Graduate ,3,Class,2:40 pm - 5:35 pm,TR,Tyler Hall 217,Fall2020,Studio,Melissa   Martin,30
Graduate Multimedia,94980,ART,509,2,Graduate ,3,Class,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Graduate Multimedia,94977,ART,509,3,Graduate ,3,Class,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,Fall2020,Studio,Cara B  Thompson,30
Graduate Drawing,94748,ART,510,4,Graduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 215,Fall2020,Lecture,Christopher   McEvoy,30
Graduate Drawing,94334,ART,510,5,Graduate ,3,Class,9:15 am - 12:30 pm,MW,Tyler Hall 215,Fall2020,Lecture,Juan   Perdiguero,30
Graduate Digital Illustration,91262,ART,513,6,Graduate ,3,Class,6:00 pm - 9:00 pm,MW,Tyler Hall 217,Fall2020,Lecture,Amy E.  Bartell,30
Graduate Digital Illustration,94963,ART,513,7,Graduate ,3,Class,2:40 pm - 5:35 pm,TR,Lanigan Hall 34,Fall2020,Studio,Cynthia A  Clabough,30
Grad Prob in Graphic Design,90602,ART,514,1,Graduate ,3,Class,2:00 pm - 5:00 pm,F,Lanigan Hall 35,Fall2020,Activity,Cynthia A  Clabough,30
Graduate Web Design,91268,ART,517,2,Graduate ,3,Class,9:15 am - 11:20 am,MWF,Lanigan Hall 36,Fall2020,Lecture,Rebecca Wendy  Mushtare,30
Graduate Critique,94962,ART,519,3,Graduate ,3,Class,2:00 pm - 5:00 pm,F,Lanigan Hall 35,Fall2020,Recitation or Discussion,Cara B  Thompson,30
Graduate Digital Media,91781,ART,523,4,Graduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 217,Fall2020,Studio,Amy E.  Bartell,30
Graduate Ceramics,94567,ART,530,5,Graduate ,3,Class,2:00 pm - 5:00 pm,MW,Tyler Hall 128,Fall2020,Studio,Renqian   Yang,30
