Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Composition II,11439,ENG,102,6,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 242,Spring2020,Lecture,Amanda Rae  Trainham,30
Composition II,11440,ENG,102,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 322,Spring2020,Lecture,Kenneth S  Nichols,30
Composition II,11966,ENG,102,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 258,Spring2020,Lecture,William T.  Brangan,30
Composition II,13979,ENG,102,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 103,Spring2020,Lecture,Timothy W  McCoy,30
Adv Reading,International,10909,,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 322,Spring2020,Lecture,Angela M  Herrera,30
Advanced Spoken English,11713,ENG,105,4,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Marano Campus Center 323,Spring2020,Lecture,Angela M  Herrera,30
Writing About Literature,10341,ENG,204,5,Undergraduate ,3,,4:35 pm - 6:00 pm,MW,Marano Campus Center 258,Spring2020,Lecture,Fiona   Coll,30
Writing About Literature,10733,ENG,204,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 119,Spring2020,Lecture,Sarah L.  Berry,30
Writing About Literature,12971,ENG,204,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 225,Spring2020,Lecture,Patrick   Murphy,30
Amer Lit/Civil War-Pres,11371,ENG,236,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 323,Spring2020,Lecture,Douglas A  Guerra,30
Int Latina/o/x Cultural Expres,13857,ENG,238,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Wilber B8,Spring2020,Lecture,Roberta   Hurtado,30
S:SophSem19th C Gothic&DetFict,10664,ENG,265,3,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Marano Campus Center 225,Spring2020,Seminar,Fiona   Coll,30
SophSem-US Lit/BodyPolitic,11373,ENG,265,4,Undergraduate ,3,,4:35 pm - 6:00 pm,MW,Marano Campus Center 242,Spring2020,Seminar,Sarah L.  Berry,30
Soph S:British Romantic Poetry,14399,ENG,265,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 118,Spring2020,Seminar,Elizabeth Briande  Bishop,30
Practical English Grammar,10344,ENG,271,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 103,Spring2020,Lecture,Michael   Murphy,30
Intro Cinema & Screen Studies,10351,ENG,286,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 220,Spring2020,Lecture,Amy   Shore,30
Literary Criticism,14272,ENG,304,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 210,Spring2020,Lecture,Karol   Cooper,30
Literary Criticism,11220,ENG,304,2,Undergraduate ,3,,6:00 pm - 9:00 pm,W,Marano Campus Center 306,Spring2020,Lecture,Patrick   Murphy,30
Literary Criticism,10665,ENG,304,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 306,Spring2020,Lecture,Maureen F  Curtin,30
Shakespeare- An Introduction,10346,ENG,319,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 225,Spring2020,Lecture,Patrick   Murphy,30
English Drama: City Comedy,13853,ENG,326,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 142,Spring2020,Lecture,Karol   Cooper,30
Topcs Amer Ethnic Lit,14274,ENG,337,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 225,Spring2020,Lecture,Roberta   Hurtado,30
20thC American Novel,14457,ENG,343,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Wilber B8,Spring2020,Lecture,Roberta   Hurtado,30
Literature in Global Context,10335,ENG,360,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 220,Spring2020,Lecture,Jarrod   Hagadorn,30
Genre,History,Theory,,2,Undergraduate ,3,,6:10 pm - 7:35 pm,MW,Marano Campus Center 142,Spring2020,Lecture,Fiona   Coll,30
S: Gwendolyn Brooks-Aesth Inf&,10732,ENG,365,3,Undergraduate ,3,,5:00 pm - 7:45 pm,R,Marano Campus Center 322,Spring2020,Seminar,Maureen F  Curtin,30
S:Junior Seminar: Author,11367,ENG,365,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 142,Spring2020,Seminar,Elizabeth Briande  Bishop,30
Children's Literature,10363,ENG,385,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 223,Spring2020,Lecture,Elizabeth Briande  Bishop,30
The Cinema,11699,ENG,386,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 211,Spring2020,Lecture,Bennet   Schaber,30
Vision & Textuality,13856,ENG,387,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 323,Spring2020,Lecture,Douglas A  Guerra,30
Film Genre,11685,ENG,388,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 107,Spring2020,Lecture,Christopher   LaLonde,30
T: Hooked: Addiction Lit,14321,ENG,395,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 172,Spring2020,Lecture,Anthony J  Caputa,30
Feminist Theory,12011,ENG,470,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 242,Spring2020,Lecture,Maureen F  Curtin,30
Words in the World,11405,ENG,485,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 322,Spring2020,Lecture,Michael   Murphy,30
World Cinema,11686,ENG,486,5,Undergraduate ,3,,3:00 pm - 4:35 pm,MW,Park Hall 315,Spring2020,Lecture,Tiffany L  Deater,30
Corporate Finance,10018,FIN,325,6,Undergraduate ,3,,6:10 pm - 7:35 pm,MW,Rich Hall 221,Spring2020,Lecture,Ahmet   Akin,30
Corporate Finance,12709,FIN,325,7,Undergraduate ,3,,8:00 am - 9:20 am,TR,Rich Hall 223,Spring2020,Lecture,Graig   Arcuri,30
Corporate Finance,11236,FIN,325,1,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Rich Hall 221,Spring2020,Lecture,David F  DiRoma,30
Corporate Finance,13389,FIN,325,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2020,Lecture,Mary Tone  Rodgers,30
Financial Statement Analysis,14231,FIN,340,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 221,Spring2020,Lecture,Mary Tone  Rodgers,30
Multi-National Financial Mgt,10620,FIN,426,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 221,Spring2020,Lecture,Hong   Wan,30
Multi-National Financial Mgt,12232,FIN,426,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2020,Lecture,Hong   Wan,30
Applied Finance Management,10836,FIN,428,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 118,Spring2020,Lecture,Graig   Arcuri,30
Applied Finance Management,11477,FIN,428,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 118,Spring2020,Lecture,Graig   Arcuri,30
Portfolio Management,11388,FIN,430,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 221,Spring2020,Lecture,Mary Tone  Rodgers,30
Commercial Credit Analysis,14353,FIN,442,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 223,Spring2020,Lecture,Graig   Arcuri,30
Elementary French,13788,FRE,101,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 242,Spring2020,Lecture,Lenuta   Giukin,30
Elementary French,11011,FRE,101,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 242,Spring2020,Lecture,Jeanine   Teodorescu,30
Elementary French,11088,FRE,101,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 211,Spring2020,Lecture,Allen   Stagl,30
Elementary French,12476,FRE,101,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 210,Spring2020,Lecture,Allen   Stagl,30
Elementary French,13997,FRE,101,7,Undergraduate ,3,,4:05 pm - 5:25 pm,TR,Marano Campus Center 142,Spring2020,Lecture,Najet   Gharsallaoui,30
Continuing Elementary French,11436,FRE,102,,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 142,Spring2020,Lecture,Susan   Bertonneau,30
Continuing Elementary French,10692,FRE,102,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 142,Spring2020,Lecture,Susan   Bertonneau,30
Continuing Elementary French,10611,FRE,102,2,Undergraduate ,3,,4:10 pm - 5:35 pm,MW,Marano Campus Center 232,Spring2020,Lecture,Stewart   Smith,30
Continuing Elementary French,11912,FRE,102,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 232,Spring2020,Lecture,Stewart   Smith,30
Intermediate French,11333,FRE,201,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 142,Spring2020,Lecture,Susan   Bertonneau,30
Continuing Intermediate French,10612,FRE,202,5,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 142,Spring2020,Lecture,Susan   Bertonneau,30
Advanced French B,14279,FRE,302,6,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Marano Campus Center 242,Spring2020,Lecture,Susan   Bertonneau,30
French Lang/Culture Film,14280,FRE,315,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 256,Spring2020,Lecture,Lenuta   Giukin,30
Strategic COM Thesis/ApProject,14560,COM,590,1,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2020,Lecture,Mary   Toale,30
Capstone Design Proposal,12924,ECE,491,2,Undergraduate ,3,,12:45 pm - 1:40 pm,T,Shineman Center 404,Spring2020,Lecture,Rachid   Manseur,30
Curriculum Administration,20504,EAD,652,3,Graduate ,3,,4:00 pm - 5:30 pm,W,"100% web, no face to face ",Spring2020,Lecture,Angela   Perrotto,30
Curriculum Administration,20505,EAD,652,4,Graduate ,3,,4:00 pm - 5:30 pm,W,"100% web, no face to face ",Spring2020,Lecture,Angela   Perrotto,30
T:TS:Global Cities: Munich,14264,GER,395,5,Undergraduate ,3,,4:00 pm - 5:30 pm,R,Marano Campus Center 258,Spring2020,Seminar,Lowell   Hutcheson,30
"Two Dimensional,Experi.Studio",14543,ART,396,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2020,Studio,Juan   Perdiguero,30
Graduate Critique,14537,ART,519,7,Graduate ,3,,TBA,TBA,TBA,Spring2020,Recitation or Discussion,Cynthia A  Clabough,30
T:InTanzania Biodiversity/Cons,13381,BIO,394,1,Undergraduate ,3,,4:10 pm - 5:30 pm,F,Shineman Center 132,Spring2020,Lecture,Kamal I  Mohamed,30
"T:Murder, Magic, & Monsters",13150,CMA,396,2,Undergraduate ,3,,4:35 pm - 5:35 pm,M,Marano Campus Center 142,Spring2020,Lecture,Mya   Brown,30
Global Experience,13911,CMA,396,3,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Tyler Hall 128,Spring2020,Lecture,Renqian   Yang,30
Graduate Global Experience,14405,CMA,596,4,Graduate ,3,,4:35 pm - 5:35 pm,M,Marano Campus Center 142,Spring2020,Lecture,Mya   Brown,30
Graduate Global Experience,13151,CMA,596,5,Graduate ,3,,12:40 pm - 1:35 pm,W,Tyler Hall 128,Spring2020,Lecture,Renqian   Yang,30
Ethno-cult Aspects of Trauma,12907,CPS,559,6,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2020,Lecture,Emily   Bovier,30
T:TCJ:Suitable Amountof Punish,13842,CRJ,300,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 102,Spring2020,Lecture,Margaret A  Schmuhl,30
T:Norwegian Literature: Fro,11952,CRW,395,1,Undergraduate ,3,,1:00 pm - 3:00 pm,S,Marano Campus Center 323,Spring2020,Lecture,Juliet A  Giglio,30
Strat Instr in the Disciplines,14391,EDU,104,2,Undergraduate ,3,,11:10 am - 12:05 pm,TR,Marano Campus Center 164,Spring2020,Lecture,Allison R  Peer,30
Strat Instr in the Disciplines,14392,EDU,104,3,Undergraduate ,3,,11:30 am - 12:25 pm,MW,Marano Campus Center 164,Spring2020,Lecture,Cathleen Ann  Mangano,30
Cross Cultural Student Teach,13245,ADO,421,4,Undergraduate ,3,,TBA,TBA,Off Campus ,Spring2020,Student Teaching,Unassigned   Staff,30
CrossCulturalStudentTeaching,14479,CED,421,5,Undergraduate ,3,,TBA,TBA,Off Campus ,Spring2020,Student Teaching,Joan   Mizrahi,30
