Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Geographic Information Systems,13290,GEO,326,4,Undergraduate ,3,,9:35 am - 12:30 pm,R,Shineman Center 377,Spring2018,Lecture,Rachel   Lee,30
STG:Ores/Mineral Exploration,13287,GEO,390,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 372,Spring2018,Lecture,Steven   Skubis,30
STG:Ores/Mineral Explor Lab,13289,GEO,390,6,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 372,Spring2018,Laboratory,Steven   Skubis,30
STG:Geology Research II,13295,GEO,390,7,Undergraduate ,3,,1:50 pm - 3:00 pm,MWF,Shineman Center 377,Spring2018,Lecture,David   Valentino,30
STG:Geomorphology Lab,13380,GEO,390,1,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 370,Spring2018,Laboratory,Justin   Stroup,30
Petrology,10372,GEO,416,2,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 370,Spring2018,Lecture,David   Valentino,30
Petrology Lab,10774,GEO,416,3,Undergraduate ,3,,9:35 am - 12:30 pm,R,Shineman Center 375,Spring2018,Laboratory,David   Valentino,30
Paleontology,10650,GEO,440,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 372,Spring2018,Lecture,Brian   Hough,30
Paleontology Lab,10775,GEO,440,5,Undergraduate ,3,,9:35 am - 12:30 pm,T,Shineman Center 370,Spring2018,Laboratory,Brian   Hough,30
Elementary German,10390,GER,101,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 212,Spring2018,Lecture,Johanna M  Henry,30
Continuing Elementary German,10384,GER,102,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 242,Spring2018,Lecture,John F  Lalande,30
"German Castles, Customs & Cult",13318,GER,140,1,Undergraduate ,3,,8:40 am - 10:05 am,MW,Marano Campus Center 242,Spring2018,Lecture,John F  Lalande,30
Continuing Intermediate German,10385,GER,202,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 225,Spring2018,Lecture,Ana   Djukic-Cocks,30
Landeskunde,13315,GER,300,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 306,Spring2018,Lecture,Ana   Djukic-Cocks,30
Advanced German B,11010,GER,302,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 208,Spring2018,Lecture,Ana   Djukic-Cocks,30
Internship,11910,GER,498,5,Undergraduate ,3,,3:00 pm - 4:45 pm,M,TBA,Spring2018,Internship,Ana   Djukic-Cocks,30
Principles of Accounting I,10006,ACC,201,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 223,Spring2018,Lecture,Victoria   Chiu,30
Principles of Accounting I Lab,10747,ACC,201,7,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 223,Spring2018,Laboratory,James D  Smith,30
Principles of Accounting I,10007,ACC,201,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 223,Spring2018,Lecture,Victoria   Chiu,30
Principles of Accounting I Lab,10748,ACC,201,2,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 223,Spring2018,Laboratory,Melissa Rose  Mulvaney,30
Principles of Accounting I,11352,ACC,201,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 223,Spring2018,Lecture,Victoria   Chiu,30
Principles of Accounting I Lab,11357,ACC,201,4,Undergraduate ,3,,12:40 pm - 1:35 pm,M,Rich Hall 223,Spring2018,Laboratory,Celine Qin  Chen,30
Principles of Accounting I,11350,ACC,201,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 223,Spring2018,Lecture,Yi   Liu,30
Principles of Accounting I Lab,11355,ACC,201,6,Undergraduate ,3,,8:00 am - 8:55 am,T,Rich Hall 223,Spring2018,Laboratory,Celine Qin  Chen,30
Principles Of Accounting II,10008,ACC,202,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 118,Spring2018,Lecture,Laura Bea  Lamb,30
Principles Accounting II Lab,10749,ACC,202,1,Undergraduate ,3,,8:00 am - 8:55 am,T,Rich Hall 118,Spring2018,Laboratory,Ryan M  Ringwood,30
Principles Of Accounting II,10009,ACC,202,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 223,Spring2018,Lecture,Laura Bea  Lamb,30
Principles Accounting II Lab,10750,ACC,202,3,Undergraduate ,3,,8:00 am - 8:55 am,R,Rich Hall 223,Spring2018,Laboratory,Meg Patrice  O'Brien,30
Principles Of Accounting II,10010,ACC,202,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 221,Spring2018,Lecture,Heather   Losi,30
Principles Accounting II Lab,10751,ACC,202,5,Undergraduate ,3,,8:00 am - 8:55 am,R,Rich Hall 221,Spring2018,Laboratory,Michael   Chewens,30
Principles Accounting II,10011,ACC,202,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 221,Spring2018,Lecture,Heather   Losi,30
Principles Accounting II Lab,10752,ACC,202,7,Undergraduate ,3,,3:55 pm - 4:50 pm,T,Rich Hall 221,Spring2018,Laboratory,Jessica   Strail,30
Principles Of Accounting II,11353,ACC,202,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 118,Spring2018,Lecture,Dean   Crawford,30
PrinciplesOf Accounting II Lab,11356,ACC,202,2,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 118,Spring2018,Laboratory,Steven James  Cox,30
Intermediate Accounting I,10838,ACC,301,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 221,Spring2018,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I-LAB,10839,ACC,301,4,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Rich Hall 221,Spring2018,Laboratory,Reid   Kelly,30
Intermediate Accounting II,10013,ACC,302,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 319,Spring2018,Lecture,Laura Bea  Lamb,30
Intermediate Accounting II,10616,ACC,302,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 223,Spring2018,Lecture,Laura Bea  Lamb,30
Accounting Information Systems,10617,ACC,305,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 320,Spring2018,Lecture,Thomas J  Tribunella,30
Accounting Information Systems,11482,ACC,305,1,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Rich Hall 320,Spring2018,Lecture,Thomas J  Tribunella,30
Cost Accounting,10014,ACC,310,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 323,Spring2018,Lecture,Susan   Wright,30
Cost Accounting,11438,ACC,310,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 323,Spring2018,Lecture,Susan   Wright,30
Acct for Non-Profit Orgnz,12708,ACC,340,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 221,Spring2018,Lecture,Heather   Losi,30
Auditing,10015,ACC,430,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 221,Spring2018,Lecture,Hema   Rao,30
Federal Tax Accounting II,13369,ACC,431,6,Undergraduate ,3,,6:10 pm - 7:30 pm,MW,Rich Hall 323,Spring2018,Lecture,Dean   Crawford,30
Advanced Accounting,10017,ACC,440,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 221,Spring2018,Lecture,Andrea Maria Anastasia  Pagano,30
Interdisciplinary Methods,10142,ADO,394,1,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Hewitt Union 228B,Spring2018,Recitation or Discussion,David Paul  Parisian,30
Interdisciplinary Methods,12090,ADO,394,2,Undergraduate ,3,,4:30 pm - 7:30 pm,M,Hewitt Union 228C,Spring2018,Recitation or Discussion,Richard   Baier,30
Archaeology & Human Evolution,10171,ANT,111,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 309,Spring2018,Lecture,Douglas   Pippin,30
Archaeology & Human Evolution,11486,ANT,111,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 105,Spring2018,Lecture,Alanna E  Ossa,30
Cultural Anthropology,11489,ANT,112,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 105,Spring2018,Lecture,Jing   Lei,30
Cultural Anthropology,10173,ANT,112,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 105,Spring2018,Lecture,Lindsay   Bell,30
Introductory Archaeology,11485,ANT,230,7,Undergraduate ,3,,3:00 pm - 5:35 pm,M,Mahar Hall 309,Spring2018,Lecture,Douglas   Pippin,30
Sex and Gender Across Cultures,11783,ANT,300,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 309,Spring2018,Lecture,Lindsay   Bell,30
T:Theory Course,11484,ANT,301,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 309,Spring2018,Lecture,Ian R  Wilson,30
Eth.TreatmentofNonhumanPrimate,10983,ANT,303,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 102,Spring2018,Lecture,Kathleen A  Blake,30
"Archaeology,Hist Pres & CRM",13400,ANT,337,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 106,Spring2018,Lecture,Alanna E  Ossa,30
Archaeology of Americn SW,13190,ANT,339,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 307,Spring2018,Lecture,Alanna E  Ossa,30
Language And Culture,12651,ANT,344,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 309,Spring2018,Lecture,Jing   Lei,30
Culture History of theIroquois,10659,ANT,356,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 108,Spring2018,Lecture,Kevin J  White,30
Teaching Anthropology,10172,ANT,402,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Lecture,Kathleen A  Blake,30
ANT Issue:History/Theory/Metho,10170,ANT,410,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 309,Spring2018,Lecture,Douglas   Pippin,30
Advanced Forensic Anthropology,13189,ANT,454,3,Undergraduate ,3,,3:00 pm - 5:45 pm,W,Mahar Hall 307,Spring2018,Lecture,Kathleen A  Blake,30
Intro to the Visual Arts,11411,ART,100,4,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 107,Spring2018,Lecture,William   DeMott,30
Intro to the Visual Arts,10852,ART,100,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 107,Spring2018,Lecture,Sara   Prigodich,30
Intro to the Visual Arts,11564,ART,100,6,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Lanigan Hall 107,Spring2018,Lecture,Sara   Prigodich,30
T:Trad Media/Methods Ceramics,10959,ART,102,7,Undergraduate ,3,,5:30 pm - 7:30 pm,TR,Hewitt Union 1B,Spring2018,Studio,Renqian   Yang,30
TTMM: Drawing,11562,ART,102,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Tyler Hall 214,Spring2018,Studio,Sara   Prigodich,30
Design Concepts I-2D,12791,ART,105,2,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 1A,Spring2018,Studio,William   DeMott,30
Design Concepts I-2D,11041,ART,105,3,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 1A,Spring2018,Studio,Mary D.  Pierce,30
Design Concepts I-2D,11938,ART,105,4,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1A,Spring2018,Studio,Mary D.  Pierce,30
Design Concepts II-3D,10855,ART,106,5,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 7A,Spring2018,Studio,Richard   Metzgar,30
Design Concepts II-3D,11322,ART,106,6,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 7A,Spring2018,Studio,Benjamin R  Entner,30
Design Concepts II,10182,ART,205,7,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 7A,Spring2018,Studio,Richard   Metzgar,30
Digital Media,10960,ART,207,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 34,Spring2018,Studio,Melissa   Martin,30
Digital Media,10961,ART,207,2,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 228,Spring2018,Studio,Elizabeth Nichole  Hunt,30
Digital Media,13435,ART,207,3,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 34,Spring2018,Studio,Elizabeth Nichole  Hunt,30
Typography,10962,ART,209,4,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 228,Spring2018,Studio,Justin Anty  Mastrangelo,30
Typography,11666,ART,209,5,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 228,Spring2018,Studio,Justin Anty  Mastrangelo,30
Drawing I,10184,ART,210,6,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 214,Spring2018,Studio,Joseph Mario  Romano,30
Drawing I,11042,ART,210,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 214,Spring2018,Studio,Joseph Mario  Romano,30
Painting I,10185,ART,215,1,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 225,Spring2018,Studio,Christopher   McEvoy,30
Watercolor Painting I,13205,ART,220,2,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Hewitt Union 1A,Spring2018,Studio,Amy E.  Bartell,30
Intro to Printmaking,10218,ART,225,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 200,Spring2018,Studio,Mary D.  Pierce,30
Ceramics I,10183,ART,230,4,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 1B,Spring2018,Studio,Renqian   Yang,30
Intro to Digital Photography,10179,ART,243,5,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 216,Spring2018,Studio,Kimberly Ann  Kittleson,30
Intro to Digital Photography,10180,ART,243,6,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 216,Spring2018,Studio,Stephen   Shaner,30
Intro to Digital Photography,11927,ART,243,7,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 216,Spring2018,Studio,Stephen   Shaner,30
Sculpture I,12793,ART,245,1,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,Spring2018,Studio,Benjamin R  Entner,30
West Hert I-Survy Art I,10851,ART,250,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 107,Spring2018,Lecture,Lisa K  Langlois,30
Figure Drawing I,10905,ART,300,3,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 215,Spring2018,Studio,Jason M  Cheney,30
Motion Graphics I,11698,ART,304,4,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Lanigan Hall 34,Spring2018,Lecture,Keli   DiRisio,30
Type and Image,10966,ART,307,5,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Lanigan Hall 34,Spring2018,Studio,Melissa   Martin,30
Type and Image,13428,ART,307,6,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 217,Spring2018,Studio,Cynthia A  Clabough,30
Multimedia I,10969,ART,309,7,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Spring2018,Studio,Cara B  Thompson,30
Intermediate Drawing,10187,ART,310,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 215,Spring2018,Studio,Christopher   McEvoy,30
Intro to Illustration I,10174,ART,312,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 1A,Spring2018,Studio,Jason M  Cheney,30
Digital Illustration I,10176,ART,313,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 228,Spring2018,Studio,Amy E.  Bartell,30
Painting II,10188,ART,315,4,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 225,Spring2018,Studio,Christopher   McEvoy,30
Painting III,10186,ART,316,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 225,Spring2018,Studio,Christopher   McEvoy,30
Web Media I,10971,ART,317,6,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,Spring2018,Studio,Rebecca Wendy  Mushtare,30
Drawing for Transfer Students,10932,ART,322,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 215,Spring2018,Studio,Christopher   McEvoy,30
Digital Media-Transfer Student,10893,ART,323,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 217,Spring2018,Studio,Cynthia A  Clabough,30
Book Arts,13215,ART,324,2,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 200,Spring2018,Studio,Kelly L  Roe,30
Screen Printing,10219,ART,326,3,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 200,Spring2018,Studio,Justin Anty  Mastrangelo,30
Ceramics II,10189,ART,330,4,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,Spring2018,Studio,Renqian   Yang,30
STSA:Narrative/History ofPlace,13207,ART,333,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 216,Spring2018,Studio,Peter   Cardone,30
Art Therapy Principles,13206,ART,339,6,Undergraduate ,3,,6:00 pm - 8:00 pm,MW,Hewitt Union 1A,Spring2018,Studio,Melissa   Cardone,30
Intermediate Digital Photo,10854,ART,343,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 216,Spring2018,Studio,Peter   Cardone,30
Sculpture,12884,ART,345,1,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,Spring2018,Studio,Benjamin R  Entner,30
Creative Code for Vis Artist I,11931,ART,348,2,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 36,Spring2018,Studio,Cara B  Thompson,30
Italian Renaissance Art,13209,ART,350,3,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Mahar Hall 214,Spring2018,Lecture,Benjamin R  Entner,30
Gender in the Visual Arts,13210,ART,357,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 214,Spring2018,Lecture,Lisa K  Langlois,30
Art/Architecture Islam Culture,13211,ART,371,5,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 214,Spring2018,Lecture,Lisa K  Langlois,30
Contemporary Museum Issues,11331,ART,381,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 214,Spring2018,Lecture,Michael K.  Flanagan,30
Modern Art and Mass Culture,13217,ART,387,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 217,Spring2018,Lecture,Lisa A  Seppi,30
Graphic Design Facility Manage,11160,ART,395,,Undergraduate ,3,,2:00 pm - 5:00 pm,F,Lanigan Hall 33,Spring2018,Studio,Jenilee A.  Ward,30
"Two Dimensional,Experi.Studio",10760,ART,396,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Studio,Justin Anty  Mastrangelo,30
"Two Dimensional,Experi.Studio",11213,ART,396,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",11332,ART,396,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Studio,Jason M  Cheney,30
"3 Dimensional,Experi. Studio",10978,ART,397,4,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Studio,Benjamin R  Entner,30
"3 Dimensional,Experi. Studio",10763,ART,397,5,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Studio,Richard   Metzgar,30
"3 Dimensional,Experi. Studio",10979,ART,397,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2018,Studio,Renqian   Yang,30
Figure Drawing II,10964,ART,400,7,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 215,Spring2018,Studio,Jason M  Cheney,30
Figure Drawing III,10965,ART,401,1,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 215,Spring2018,Studio,Jason M  Cheney,30
Multimedia II,10970,ART,409,2,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Spring2018,Studio,Cara B  Thompson,30
Traditional Illustration II,10175,ART,412,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 1A,Spring2018,Studio,Jason M  Cheney,30
Digital Illustration II,10177,ART,413,4,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 228,Spring2018,Studio,Cynthia A  Clabough,30
GraphicDesignPracticum-BA only,10974,ART,414,5,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 34,Spring2018,Practicum,Keli   DiRisio,30
Graphic Design Practicum-BFA,11319,ART,414,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,Spring2018,Practicum,Rebecca Wendy  Mushtare,30
Painting IV,11320,ART,415,7,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 225,Spring2018,Studio,Christopher   McEvoy,30
Web Media II,11155,ART,417,1,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,Spring2018,Studio,Rebecca Wendy  Mushtare,30
Adv. Drawing and Painting,13464,ART,422,2,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 225,Spring2018,Studio,Christopher   McEvoy,30
Adv. Problems in Illustration,12021,ART,423,3,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 228,Spring2018,Studio,Cynthia A  Clabough,30
Adv Problems in Printmaking,11739,ART,425,4,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 200,Spring2018,Studio,Justin Anty  Mastrangelo,30
Adv Printmaking:Book Arts,13216,ART,425,5,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 200,Spring2018,Studio,Kelly L  Roe,30
Ceramics III,10190,ART,430,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,Spring2018,Studio,Renqian   Yang,30
Ceramics IV,11703,ART,431,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,Spring2018,Studio,Renqian   Yang,30
Advanced Digital Photography,11208,ART,443,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 216,Spring2018,Studio,Peter   Cardone,30
Project Studio 3D/4D Studies,12885,ART,445,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,Spring2018,Studio,Benjamin R  Entner,30
CreativeCode for Vis Artist II,11932,ART,448,3,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 36,Spring2018,Studio,Cara B  Thompson,30
Motion Graphics II,11403,ART,451,4,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Lanigan Hall 34,Spring2018,Studio,Keli   DiRisio,30
Seminar in Contemp Art Issues,11942,ART,471,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 217,Spring2018,Seminar,Lisa A  Seppi,30
BFA Exhibition,10975,ART,492,6,Undergraduate ,3,,5:15 pm - 5:45 pm,MW,Lanigan Hall 36,Spring2018,Activity,Cara B  Thompson,30
Studio Practicum,10853,ART,496,7,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 201,Spring2018,Practicum,Richard   Metzgar,30
