Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
School Principalship,10587,EAD,610,1,Graduate ,3,,4:30 pm - 9:45 pm,M,Sonata,Spring2019,Lecture,Jeffrey S.  Craig,30
Organization Change,12840,EAD,660,2,Graduate ,3,,4:30 pm - 10:00 pm,M,Palmyra-Macedon CSD ,Spring2019,Lecture,Danielle M  Dehm,30
T:TraumaInformSchoolMentalHeal,11293,CPS,595,3,Graduate ,3,,11:30 am - 2:15 pm,M,Off Campus ,Spring2019,Lecture,Tamara   Sullivan,30
Freshmen Colloquium,11323,ART,111,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Tyler Hall 213,Spring2019,Studio,Richard   Metzgar,30
Transfer Student Colloquim,11196,ART,311,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Tyler Hall 228,Spring2019,Studio,Elizabeth Nichole  Hunt,30
STAH:MichalangeloRome/Florence,13815,ART,391,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 216,Spring2019,Lecture,Benjamin R  Entner,30
CSWB:Comparative Media Paris,13662,BRC,370,7,Undergraduate ,3,,3:00 pm - 5:00 pm,M,Mahar Hall 314,Spring2019,Lecture,Eileen N  Gilligan,30
GE:Michelangelo Rome/Florence,13816,CMA,396,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 216,Spring2019,Lecture,Benjamin R  Entner,30
S:London:Shakespeare West End,13430,CMA,396,2,Undergraduate ,3,,4:40 pm - 5:40 pm,M,Hewitt Union 228B,Spring2019,Lecture,Mya   Brown,30
Global Experie:Made in Czech,13911,CMA,396,3,Undergraduate ,3,,6:00 pm - 7:00 pm,W,Mahar Hall 307,Spring2019,Lecture,Rebecca Wendy  Mushtare,30
GE:Made in Czech Republic,13151,CMA,596,4,Graduate ,3,,6:00 pm - 7:00 pm,W,Mahar Hall 307,Spring2019,Lecture,Rebecca Wendy  Mushtare,30
SS:Britian Great Screenplays,11952,CRW,395,5,Undergraduate ,3,,1:00 pm - 3:00 pm,S,Marano Campus Center 323,Spring2019,Lecture,Juliet A  Giglio,30
Strat Instr in the Disciplines,11735,EDU,104,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MW,Marano Campus Center 164,Spring2019,Lecture,Allison R  Peer,30
Strat Instr in the Disciplines,12203,EDU,104,7,Undergraduate ,3,,12:45 pm - 1:40 pm,TR,Marano Campus Center 164,Spring2019,Lecture,Allison R  Peer,30
Strat Instr in the Disciplines,12289,EDU,104,1,Undergraduate ,3,,10:20 am - 11:15 am,MW,Marano Campus Center 164,Spring2019,Lecture,Alicia R  King,30
Strat Instr in the Disciplines,12292,EDU,104,2,Undergraduate ,3,,9:35 am - 10:30 am,TR,Marano Campus Center 164,Spring2019,Lecture,Alicia R  King,30
Sem:Global Cities: Paris,13313,FRE,395,3,Undergraduate ,3,,4:30 pm - 5:40 pm,MW,Marano Campus Center 256,Spring2019,Lecture,Susan   Bertonneau,30
Student Teaching,13244,ADO,420,4,Undergraduate ,3,,TBA,TBA,Off Campus ,Spring2019,Student Teaching,Unassigned   Staff,30
Student Teaching Grades 7-12A,13246,ADO,595,5,Graduate ,3,,TBA,TBA,Off Campus ,Spring2019,Student Teaching,Unassigned   Staff,30
Childhood Student Teaching,13248,CED,420,6,Undergraduate ,3,,TBA,TBA,Off Campus ,Spring2019,Student Teaching,Unassigned   Staff,30
Intro. to Geography,10277,GEG,100,7,Undergraduate ,3,,6:00 pm - 8:40 pm,R,Mahar Hall 201,Spring2019,Lecture,Amy   D'Angelo,30
Physical Geology,10373,GEO,100,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 122,Spring2019,Lecture,Nicholas J  DiFrancesco,30
Physical Geology Laboratory,13291,GEO,101,2,Undergraduate ,3,,9:35 am - 12:30 pm,T,Shineman Center 372,Spring2019,Laboratory,Rachel   Lee,30
Environmental Sustainability,11120,GEO,115,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 122,Spring2019,Lecture,Justin   Stroup,30
Historical Geology,10809,GEO,200,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 370,Spring2019,Lecture,Nicholas J  DiFrancesco,30
Historical Geology Lab,10850,GEO,201,5,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 370,Spring2019,Laboratory,Nicholas J  DiFrancesco,30
Earth Resources,11397,GEO,305,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 174,Spring2019,Lecture,Rachel   Lee,30
Geology of New York State,13417,GEO,308,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 370,Spring2019,Lecture,David   Valentino,30
Earth's Fury,11554,GEO,315,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2019,Lecture,Kevin John  Finerghty,30
Geographic Information Systems,13290,GEO,326,2,Undergraduate ,3,,9:35 am - 12:30 pm,R,Shineman Center 377,Spring2019,Lecture,Rachel   Lee,30
Geographic Information Systems,13660,GEO,326,3,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 377,Spring2019,Lecture,Rachel   Lee,30
STG: Apps in Hydrology,13915,GEO,390,4,Undergraduate ,3,,9:35 am - 12:30 pm,R,Shineman Center 372,Spring2019,Lecture,Justin   Stroup,30
Petrology,10372,GEO,416,5,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 370,Spring2019,Lecture,David   Valentino,30
Petrology Lab,10774,GEO,416,6,Undergraduate ,3,,9:35 am - 12:30 pm,T,Shineman Center 375,Spring2019,Laboratory,David   Valentino,30
Hydrogeology,13913,GEO,430,7,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 372,Spring2019,Lecture,Justin   Stroup,30
Elementary German,10390,GER,101,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 258,Spring2019,Lecture,Ana   Djukic-Cocks,30
Elementary German,13790,GER,101,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 258,Spring2019,Lecture,Ana   Djukic-Cocks,30
Continuing Elementary German,13787,GER,102,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Park Hall 212,Spring2019,Lecture,Patrick   Schultz,30
Continuing Elementary German,10384,GER,102,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 242,Spring2019,Lecture,Patrick   Schultz,30
"German Castles, Customs & Cult",13318,GER,140,5,Undergraduate ,3,,8:40 am - 10:05 am,MW,Marano Campus Center 242,Spring2019,Lecture,Patrick   Schultz,30
Continuing Intermediate German,10385,GER,202,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 258,Spring2019,Lecture,Ana   Djukic-Cocks,30
Berlin in the 20th Century,13791,GER,392,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 258,Spring2019,Lecture,Ana   Djukic-Cocks,30
Principles of Accounting I,10006,ACC,201,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 221,Spring2019,Lecture,Victoria   Chiu,30
Principles of Accounting I Lab,10747,ACC,201,2,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 221,Spring2019,Laboratory,Katelyn   Cook,30
Principles of Accounting I,10007,ACC,201,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 320,Spring2019,Lecture,Victoria   Chiu,30
Principles of Accounting I Lab,10748,ACC,201,4,Undergraduate ,3,,8:00 am - 8:55 am,F,Rich Hall 221,Spring2019,Laboratory,Derek L  Schnorr,30
Principles of Accounting I,11352,ACC,201,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 223,Spring2019,Lecture,Victoria   Chiu,30
Principles of Accounting I Lab,11357,ACC,201,6,Undergraduate ,3,,12:40 pm - 1:35 pm,M,Rich Hall 320,Spring2019,Laboratory,Yan Carlos   Minaya,30
Principles Of Accounting II,10008,ACC,202,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 320,Spring2019,Lecture,Heather   Losi,30
Principles Accounting II Lab,10749,ACC,202,1,Undergraduate ,3,,8:00 am - 8:55 am,T,Rich Hall 319,Spring2019,Laboratory,Kelsey Elizabeth  Brockner,30
Principles Of Accounting II,10009,ACC,202,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 320,Spring2019,Lecture,Laura Bea  Lamb,30
Principles Accounting II Lab,10750,ACC,202,3,Undergraduate ,3,,8:00 am - 8:55 am,R,Rich Hall 320,Spring2019,Laboratory,Jessica A  Dorans,30
Principles Of Accounting II,10010,ACC,202,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 221,Spring2019,Lecture,Laura Bea  Lamb,30
Principles Accounting II Lab,10751,ACC,202,5,Undergraduate ,3,,8:00 am - 8:55 am,R,Rich Hall 221,Spring2019,Laboratory,Aaron W  Norton,30
Principles Accounting II,10011,ACC,202,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 221,Spring2019,Lecture,Heather   Losi,30
Principles Accounting II Lab,10752,ACC,202,7,Undergraduate ,3,,3:55 pm - 4:50 pm,T,Rich Hall 221,Spring2019,Laboratory,Jiahui   Lu,30
Principles Of Accounting II,11353,ACC,202,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 320,Spring2019,Lecture,Heather   Losi,30
PrinciplesOf Accounting II Lab,11356,ACC,202,2,Undergraduate ,3,,8:00 am - 8:55 am,T,Rich Hall 320,Spring2019,Laboratory,Megan   Hatton,30
Intermediate Accounting I,10838,ACC,301,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 221,Spring2019,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I-LAB,10839,ACC,301,4,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Rich Hall 221,Spring2019,Laboratory,Douglas   Castro,30
Intermediate Accounting I,13962,ACC,301,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 320,Spring2019,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I,13963,ACC,301,6,Undergraduate ,3,,12:40 pm - 1:35 pm,F,Rich Hall 320,Spring2019,Laboratory,Yan Carlos   Minaya,30
Intermediate Accounting II,10013,ACC,302,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 320,Spring2019,Lecture,Laura Bea  Lamb,30
Intermediate Accounting II,10616,ACC,302,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 221,Spring2019,Lecture,Laura Bea  Lamb,30
Accounting Information Systems,10617,ACC,305,2,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 320,Spring2019,Lecture,Thomas J  Tribunella,30
Accounting Information Systems,11482,ACC,305,3,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Rich Hall 320,Spring2019,Lecture,Thomas J  Tribunella,30
Cost Accounting,10014,ACC,310,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 323,Spring2019,Lecture,Susan   Wright,30
Cost Accounting,11438,ACC,310,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 323,Spring2019,Lecture,Susan   Wright,30
Acct as Management Tool,10618,ACC,321,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2019,Lecture,Susan   Wright,30
Acct for Non-Profit Orgnz,12708,ACC,340,7,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Rich Hall 223,Spring2019,Lecture,Dean   Crawford,30
Auditing,10015,ACC,430,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 315,Spring2019,Lecture,Hema   Rao,30
Interdisciplinary Methods,13770,ADO,394,2,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Wilber 115,Spring2019,Recitation or Discussion,Richard   Baier,30
Interdisciplinary Methods,10142,ADO,394,3,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Wilber 115,Spring2019,Recitation or Discussion,David Paul  Parisian,30
Interdisciplinary Methods,12090,ADO,394,4,Undergraduate ,3,,4:30 pm - 7:30 pm,M,Wilber 220,Spring2019,Recitation or Discussion,Richard   Baier,30
Interdisciplinary Methods,13800,ADO,594,5,Graduate ,3,,4:30 pm - 7:30 pm,M,Sonata 107,Spring2019,Recitation or Discussion,Alicia K.  Pizzuto,30
Archaeology & Human Evolution,11486,ANT,111,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 309,Spring2019,Lecture,Alanna E  Ossa,30
Cultural Anthropology,11489,ANT,112,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 105,Spring2019,Lecture,Jing   Lei,30
Cultural Anthropology,10173,ANT,112,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 105,Spring2019,Lecture,Micah F  Morton,30
Introductory Archaeology,11485,ANT,230,2,Undergraduate ,3,,3:00 pm - 5:35 pm,M,Mahar Hall 309,Spring2019,Lecture,Alanna E  Ossa,30
Biological Anthropology,13684,ANT,280,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 307,Spring2019,Lecture,Kathleen A  Blake,30
ST:People/CultureSoutheastAsia,13732,ANT,301,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 309,Spring2019,Lecture,Micah F  Morton,30
Eth.TreatmentofNonhumanPrimate,10983,ANT,303,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 103,Spring2019,Lecture,Kathleen A  Blake,30
Prehispanic Civil. of Mesoamer,13687,ANT,338,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 102,Spring2019,Lecture,Alanna E  Ossa,30
Language And Culture,12651,ANT,344,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 309,Spring2019,Lecture,Jing   Lei,30
Culture History of theIroquois,10659,ANT,356,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 309,Spring2019,Lecture,Kevin J  White,30
Globalization/Global Cultures,12652,ANT,395,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2019,Lecture,Jing   Lei,30
Teaching Anthropology,10172,ANT,402,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Lecture,Alanna E  Ossa,30
ANT Issue:History/Theory/Metho,10170,ANT,410,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 309,Spring2019,Lecture,Alanna E  Ossa,30
Human Osteology,13691,ANT,451,5,Undergraduate ,3,,3:00 pm - 5:45 pm,W,Mahar Hall 307,Spring2019,Activity,Kathleen A  Blake,30
Intro to the Visual Arts,11411,ART,100,6,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 107,Spring2019,Lecture,William   DeMott,30
TTMM: Art & Science,11562,ART,102,7,Undergraduate ,3,,5:30 pm - 7:30 pm,TR,Tyler Hall 213,Spring2019,Studio,Eric   Olson,30
TTMM: Drawing,10959,ART,102,1,Undergraduate ,3,,5:30 pm - 7:30 pm,MW,Tyler Hall 214,Spring2019,Studio,William   DeMott,30
Design Concepts I-2D,12791,ART,105,2,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 213,Spring2019,Studio,Mary D.  Pierce,30
Design Concepts I-2D,11041,ART,105,3,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 213,Spring2019,Studio,Mary D.  Pierce,30
Design Concepts I-2D,11938,ART,105,4,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 213,Spring2019,Studio,Richard   Metzgar,30
Design Concepts II-3D,10855,ART,106,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 207,Spring2019,Studio,Renqian   Yang,30
Design Concepts II-3D,11322,ART,106,6,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 207,Spring2019,Studio,Benjamin R  Entner,30
Gender&Contemp Visual Culture,13820,ART,110,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 214,Spring2019,Lecture,Lisa K  Langlois,30
Design Concepts II,10182,ART,205,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 213,Spring2019,Studio,Richard   Metzgar,30
Digital Media,10960,ART,207,2,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 217,Spring2019,Studio,Melissa   Martin,30
Digital Media,10961,ART,207,3,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Tyler Hall 217,Spring2019,Studio,Melissa R  Digiovanna,30
Digital Media,13435,ART,207,4,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Tyler Hall 217,Spring2019,Studio,Elizabeth Nichole  Hunt,30
Typography,10962,ART,209,5,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 34,Spring2019,Studio,Donna L  Greene,30
Drawing I,10184,ART,210,6,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 214,Spring2019,Studio,Joseph Mario  Romano,30
Drawing I,11042,ART,210,7,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 214,Spring2019,Studio,Joseph Mario  Romano,30
Painting I,10185,ART,215,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 225,Spring2019,Studio,Christopher   McEvoy,30
Intro to Printmaking,10218,ART,225,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 200,Spring2019,Studio,Mary D.  Pierce,30
Ceramics I,10183,ART,230,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,Spring2019,Studio,Renqian   Yang,30
Intro to Digital Photography,10179,ART,243,4,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Tyler Hall 216,Spring2019,Studio,Peter   Cardone,30
Intro to Digital Photography,10180,ART,243,5,Undergraduate ,3,,5:30 pm - 8:30 pm,MW,Tyler Hall 219,Spring2019,Studio,Stephen   Shaner,30
Intro to Digital Photography,13814,ART,243,6,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Tyler Hall 216,Spring2019,Studio,Peter   Cardone,30
Intro to Digital Photography,11927,ART,243,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 216,Spring2019,Studio,Stephen   Shaner,30
Intro to Digital Photography,13987,ART,243,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 216,Spring2019,Studio,Julieve   Jubin,30
West HertII-Survy Art II,10181,ART,251,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 107,Spring2019,Lecture,Lisa K  Langlois,30
Figure Drawing I,10905,ART,300,3,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 215,Spring2019,Studio,Jason M  Cheney,30
Motion Graphics I,11698,ART,304,4,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Lanigan Hall 34,Spring2019,Lecture,Cara B  Thompson,30
Type and Image,10966,ART,307,5,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 217,Spring2019,Studio,Melissa   Martin,30
Type and Image,13428,ART,307,6,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 34,Spring2019,Studio,Donna L  Greene,30
Branding & Packaging Design,13817,ART,308,7,Undergraduate ,3,,5:30 pm - 8:30 pm,MW,Lanigan Hall 34,Spring2019,Studio,Donna L  Greene,30
Multimedia I,10969,ART,309,1,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Lanigan Hall 36,Spring2019,Studio,Cara B  Thompson,30
Intermediate Drawing,10187,ART,310,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 215,Spring2019,Studio,Christopher   McEvoy,30
Intro to Illustration I,10174,ART,312,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 200,Spring2019,Studio,Jason M  Cheney,30
Digital Illustration I,10176,ART,313,4,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Spring2019,Studio,Elizabeth Nichole  Hunt,30
Painting II,10188,ART,315,5,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 225,Spring2019,Studio,Christopher   McEvoy,30
Painting III,10186,ART,316,6,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 225,Spring2019,Studio,Christopher   McEvoy,30
Web Media I,10971,ART,317,7,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 34,Spring2019,Studio,Rebecca Wendy  Mushtare,30
Drawing for Transfer Students,10932,ART,322,,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 215,Spring2019,Studio,Christopher   McEvoy,30
Digital Media-Transfer Student,10893,ART,323,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 217,Spring2019,Studio,Amy E.  Bartell,30
Printmaking-Intaglio,13821,ART,325,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 200,Spring2019,Studio,Mary D.  Pierce,30
Screen Printing,10219,ART,326,3,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 200,Spring2019,Studio,Elizabeth Nichole  Hunt,30
Ceramics II,10189,ART,330,4,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 1B,Spring2019,Studio,Renqian   Yang,30
Art Therapy Principles,13206,ART,339,5,Undergraduate ,3,,2:20 pm - 4:20 pm,TR,Tyler Hall 213,Spring2019,Studio,Melissa   Cardone,30
Experimental Photography,13818,ART,342,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 219,Spring2019,Studio,Julieve   Jubin,30
Intermediate Digital Photo,10854,ART,343,7,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 216,Spring2019,Studio,Peter   Cardone,30
Puppets and Performing Objects,13933,ART,347,1,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 207,Spring2019,Studio,Benjamin R  Entner,30
Japanese Art,13819,ART,369,2,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 214,Spring2019,Lecture,Lisa K  Langlois,30
Contemporary Museum Issues,11331,ART,381,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 214,Spring2019,Lecture,Michael K.  Flanagan,30
Modern Art and Mass Culture,13217,ART,387,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 214,Spring2019,Lecture,Lisa A  Seppi,30
Graphic Design Facility Manage,11160,ART,395,5,Undergraduate ,3,,2:00 pm - 5:00 pm,F,Lanigan Hall 33,Spring2019,Studio,Jenilee A.  Ward,30
"Two Dimensional,Experi.Studio",12514,ART,396,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Donna L  Greene,30
Two Dimensional.Experi.Studio,12940,ART,396,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Rebecca Wendy  Mushtare,30
"Two Dimensional,Experi.Studio",13031,ART,396,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Rebecca Wendy  Mushtare,30
"Two Dimensional,Experi.Studio",10220,ART,396,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Rebecca Wendy  Mushtare,30
"Two Dimensional,Experi.Studio",10655,ART,396,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Elizabeth Nichole  Hunt,30
"Two Dimensional,Experi.Studio",10760,ART,396,4,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Christopher   McEvoy,30
"Two Dimensional,Experi.Studio",11213,ART,396,5,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Richard   Metzgar,30
"Two Dimensional,Experi.Studio",10761,ART,396,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Julieve   Jubin,30
"Two Dimensional,Experi.Studio",11214,ART,396,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",10762,ART,396,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",11237,ART,396,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",10976,ART,396,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Peter   Cardone,30
"Two Dimensional,Experi.Studio",11400,ART,396,4,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Mary D.  Pierce,30
"Two Dimensional,Experi.Studio",11401,ART,396,5,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Jason M  Cheney,30
"Two Dimensional,Experi.Studio",11665,ART,396,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Amy E.  Bartell,30
"3 Dimensional,Experi. Studio",10978,ART,397,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Benjamin R  Entner,30
"3 Dimensional,Experi. Studio",10763,ART,397,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Richard   Metzgar,30
"3 Dimensional,Experi. Studio",10979,ART,397,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2019,Studio,Renqian   Yang,30
